motor,selected_policy,n,safe_count,unsafe_count,safe_rate,safe_rate_wilson95_lower,safe_rate_wilson95_upper,mean_vertical_speed_mps,median_vertical_speed_mps,std_vertical_speed_mps,min_vertical_speed_mps,max_vertical_speed_mps,vertical_speed_failure_count,horizontal_speed_failure_count,tilt_failure_count,angular_rate_failure_count,drift_failure_count
1,cem_tuned_qplite,2,2,0,1.0,0.34238022750665303,1.0,0.3342124819755554,0.3342124819755554,0.002488897845113825,0.33245256543159485,0.335972398519516,0,0,0,0,0
2,pinv_bounded_wls,2,2,0,1.0,0.34238022750665303,1.0,0.33548490703105927,0.33548490703105927,0.0060344804026685305,0.331217885017395,0.3397519290447235,0,0,0,0,0
3,cem_tuned_qplite,2,2,0,1.0,0.34238022750665303,1.0,0.3198886513710022,0.3198886513710022,0.0019697329651566326,0.31849583983421326,0.32128146290779114,0,0,0,0,0
4,manual_opp_m2_14000,2,2,0,1.0,0.34238022750665303,1.0,0.3405356705188751,0.3405356705188751,0.009445867394564548,0.3338564336299896,0.3472149074077606,0,0,0,0,0
