protocol_id,trial_seed,spawn_x_cmd,spawn_y_cmd,spawn_yaw_deg_cmd,fault_time_cmd,hover_z_cmd,stage1_z_cmd,post_fault_mode,eval_duration_cmd,landing_descent_rate_cmd,t,phase,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,motor_m1,motor_m2,motor_m3,motor_m4,z_cmd,allocator_config,selected_candidate,r1,r2,r3,r4,qp_score,qp_predicted_vz,qp_predicted_drift,qp_predicted_tilt,fault_x,fault_y,fault_z,fault_vx,fault_vy,fault_vz,fault_roll_deg,fault_pitch_deg,fault_max_motor_pwm,tau
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.825804233551024,fault_event,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,3.355645822011866e-05,-0.0113836657255887,-0.0610351674258708,0.0,32758,32750,32750,32758,0.05,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.0
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918506383895874,landing_ramp,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.0152821280062198,0.0021233174484223,3.388191180420108e-05,1.037581228047202e-06,-0.0610351674258708,0.0,32758,32750,32750,32758,0.70129004928833,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09270215034485041
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918590545654297,landing_ramp,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.0152821280062198,0.0021233174484223,3.388191180420108e-05,1.037581228047202e-06,-0.0610351674258708,0.0,32754,32746,32758,32766,0.7012833163476562,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09278631210327326
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918651819229126,landing_ramp,-0.004574554041028,0.0253647975623607,0.723919153213501,0.0003696729836519,-0.0003217223857063,-0.0042544710449874,-0.0152821280062198,0.0021233174484223,3.388191180420108e-05,1.037581228047202e-06,-0.0610351674258708,0.0,32754,32746,32758,32766,0.7012784144616698,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09284758567810236
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918713569641112,landing_ramp,-0.004574554041028,0.0253647975623607,0.723919153213501,0.0003696729836519,-0.0003217223857063,-0.0042544710449874,-0.0152821075171232,0.0033440184779465,3.420749999349937e-05,1.5783255591372836e-08,-0.0610351674258708,0.0,32754,32746,32758,32766,0.7012734744287109,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09290933609008789
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918766021728516,landing_ramp,-0.004574554041028,0.0253647975623607,0.723919153213501,0.0003696729836519,-0.0003217223857063,-0.0042544710449874,-0.0152821075171232,0.0033440184779465,3.420749999349937e-05,1.5783255591372836e-08,-0.0610351674258708,0.0,32754,32748,32760,32766,0.7012692782617187,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09296178817749201
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.91882300376892,landing_ramp,-0.0045615793205797,0.0253549106419086,0.7238277196884155,0.0003864717727992,-0.0002845977433025,-0.0051889140158891,-0.0152821075171232,0.0033440184779465,3.420749999349937e-05,1.5783255591372836e-08,-0.0610351674258708,0.0,32754,32748,32760,32766,0.7012647196984862,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09301877021789551
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918877840042114,landing_ramp,-0.0045615793205797,0.0253549106419086,0.7238277196884155,0.0003864717727992,-0.0002845977433025,-0.0051889140158891,-0.0370847210288047,-0.0169471055269241,-0.0048058093525469,-7.674608707427978,7.652434349060059,-1.3534502983093262,32754,32748,32760,32766,0.7012603327966308,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09307360649109064
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918936014175417,landing_ramp,-0.0045615793205797,0.0253549106419086,0.7238277196884155,0.0003864717727992,-0.0002845977433025,-0.0051889140158891,-0.0370847210288047,-0.0169471055269241,-0.0048058093525469,-7.674608707427978,7.652434349060059,-1.3534502983093262,32629,28639,32601,18432,0.7012556788659667,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.0931317806243932
seeded_ic_v1,44980010,-0.006706,0.027246,-3.890225,9.815707,0.709514,0.30509102,adaptive_ramp_v1,18.0,0.08,9.918992280960085,landing_ramp,-0.0045388918370008,0.0253554936498403,0.7236016988754272,0.0007018046453595,5.261007754597813e-05,-0.0171896163374185,-0.0370847210288047,-0.0169471055269241,-0.0048058093525469,-7.674608707427978,7.652434349060059,-1.3534502983093262,32629,28639,32601,18432,0.7012511775231933,qplite_builtin,opp_m2_10000,0,10000,0,0,1.0911999999999973,0.352,0.0660869279712977,0.015256960876286,-0.0045867436565458,0.0253760907799005,0.724005401134491,0.0003532590344548,-0.0003530000976752,-0.0042478055693209,-0.015256960876286,0.0009026165353134,32758.0,0.09318804740906117
