protocol_id,ic_protocol,controller,internal_controller,motor,eta,trial_seed,source_csv,row_count,allocator_config,selected_candidate,r1,r2,r3,r4,fault_z,fault_vz,valid_prefault,contact_found,contact_t,contact_phase,vertical_speed_mps,horizontal_speed_mps,max_tilt_deg,max_angular_rate_radps,max_horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,tilt_ok,angular_rate_ok,drift_ok,safe_touchdown
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800002,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800002.csv,4233,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7013133764266968,-0.0037677220534533262,True,True,13.647419214248657,adaptive_brake,0.5456225275993347,0.008960203371897929,0.26737546920776367,0.5402165789920083,0.025055283113583415,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800003,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800003.csv,4167,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7267488241195679,-0.003961449023336172,True,True,13.224140167236328,adaptive_brake,0.5551173686981201,0.009305475865186588,0.24938073754310608,0.5335673357197128,0.024308634329098206,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800004,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800004.csv,4206,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7295748591423035,-0.0036483467556536198,True,True,13.526182651519775,adaptive_brake,0.5508425235748291,0.009347407604898945,0.2650865912437439,0.5432823649981098,0.024261432195222914,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800005,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800005.csv,4227,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7175711393356323,-0.0037972598802298307,True,True,13.646410703659058,adaptive_brake,0.5466369986534119,0.008600589728149852,0.2732008695602417,0.5378840578967037,0.02634390492650583,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800006,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800006.csv,4230,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7043835520744324,-0.0037337576504796743,True,True,13.646249055862427,adaptive_brake,0.5340088605880737,0.00902767674323652,0.2901528775691986,0.5414491907239368,0.02448088755172323,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800007,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800007.csv,4158,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7039161920547485,-0.003784908913075924,True,True,13.129257678985596,adaptive_brake,0.540067195892334,0.009136623537279486,0.26476988196372986,0.5387651678662725,0.025003216135518095,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800008,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800008.csv,4191,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.6999614834785461,-0.003976928070187569,True,True,13.34751009941101,adaptive_brake,0.5412430763244629,0.009032524888494861,0.2566257119178772,0.5391124114275867,0.024636563558166912,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800009,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800009.csv,4158,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7239037752151489,-0.004353569820523262,True,True,13.164860010147095,adaptive_brake,0.545339822769165,0.008665364835146195,0.26442205905914307,0.5370161070865325,0.02689694729200758,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800010,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800010.csv,4206,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7125383019447327,-0.003563065081834793,True,True,13.484323740005493,adaptive_brake,0.5400904417037964,0.009132568379446442,0.27862194180488586,0.5474145865509209,0.025256918822268135,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800011,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800011.csv,4197,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.726296603679657,-0.003732971614226699,True,True,13.42403244972229,adaptive_brake,0.5583738684654236,0.009054523010997838,0.2726133167743683,0.5424134727089209,0.02532016709243102,False,True,True,True,True,False
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.490000,62800012,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/localization/trials/nominal_m2loc_pinv_eta0p490_seed62800012.csv,4167,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.714798629283905,-0.003817012533545494,True,True,13.227466106414795,adaptive_brake,0.5426468253135681,0.009126802572201212,0.27119743824005127,0.5471911742153817,0.024593161498911612,False,True,True,True,True,False
