eta,trial_seed,winner,winner_score,runner_up,runner_up_score,winner_margin,logged_score,replay_error
0.500000,62800002,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800003,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800004,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800005,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800006,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800007,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800008,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800009,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800010,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800011,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.500000,62800012,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.502000,62800001,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.502000,62800002,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
0.502000,62800003,opp_m4_10000,0.49305193029978533,opp_m4_11000,0.5279540078007575,0.034902077500972184,0.49305193029978533,0.0
