host_time_s,firmware_timestamp_ms,phase,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.roll,stateEstimate.pitch
2.6129137109965086,12109,settle,-5.110223079666981e-19,3.752699365537731e-20,0.01499925833195448,0.0,0.0
2.6328768029925413,12129,settle,-5.064686269958054e-19,4.9073514121951255e-20,0.01499931514263153,0.0,0.0
2.6529425909975544,12149,settle,-4.951058537163176e-19,9.31549415483567e-20,0.015069669112563133,0.0,0.0
2.672991136991186,12169,settle,-5.019811721727053e-19,1.3316758709506172e-19,0.015776844695210457,0.0,0.0
2.6929281600168906,12189,settle,-5.390712787553353e-19,1.6924098530728754e-19,0.017655400559306145,0.0,0.0
2.713126268994529,12209,settle,-6.166204434591591e-19,2.0153733467092845e-19,0.020758675411343575,0.0,0.0
2.73294428299414,12229,settle,-7.427933525203812e-19,2.3024138080591935e-19,0.024992117658257484,0.0,0.0
2.7529240650183056,12249,settle,-9.235802411399575e-19,2.555600868864604e-19,0.030211536213755608,0.0,0.0
2.7728935250197537,12269,settle,-1.162785054461078e-18,2.7772162551464557e-19,0.03624651953577995,0.0,0.0
2.792936992016621,12289,settle,-1.4620811271641493e-18,2.969734012418106e-19,0.04290659725666046,0.0,0.0
2.8145345840021037,12309,settle,-1.8211665383255893e-18,3.1357814731001764e-19,0.05001015588641167,0.0,0.0
2.832983652013354,12329,settle,-2.23796175588544e-18,3.2780958295383934e-19,0.05738955736160278,0.0,0.0
2.854530946991872,12349,settle,-2.708831838039413e-18,3.3994651973849435e-19,0.06489218771457672,0.0,0.0
2.873491575010121,12369,settle,-3.2288287971583702e-18,3.5026740733768333e-19,0.07238873839378357,0.0,0.0
2.8935967849974986,12389,settle,-3.7132890431862836e-18,3.6047564327720025e-19,0.07975306361913681,0.0,0.0
2.914877758012153,12411,settle,-4.542227828131293e-18,3.7338826868127686e-19,0.09058566391468048,0.0,0.0
2.9348256929952186,12431,settle,-5.184431830563375e-18,3.795449998299032e-19,0.09742170572280884,0.0,0.0
2.9547931190172676,12451,settle,-5.846677178466698e-18,3.8488576900303424e-19,0.10395117849111557,0.0,0.0
2.9746090930129867,12471,settle,-6.2560869139273685e-18,3.853931667606531e-19,0.10697059333324432,0.0,0.0
2.9935702540096827,12489,settle,-6.994316659309506e-18,3.8834012693984396e-19,0.1129710003733635,0.0,0.0
3.014323430019431,12510,settle,-7.654491987729915e-18,3.927321199503767e-19,0.1186765730381012,0.0,0.0
3.0355686910043005,12530,settle,-8.268213680129959e-18,3.988662328791285e-19,0.12433354556560516,0.0,0.0
3.054478737001773,12550,settle,-8.899978663231622e-18,4.0291499763424003e-19,0.1293375939130783,0.0,0.0
3.0745130029972643,12570,settle,-9.53440551354448e-18,4.0593707615280837e-19,0.13400839269161224,0.0,0.0
3.0958323189988732,12592,settle,-1.031844948433348e-17,4.149155788647945e-19,0.1407361477613449,0.0,0.0
3.1145765419933014,12610,settle,-1.0584915792500087e-17,4.1618312975595544e-19,0.14269708096981049,0.0,0.0
3.1340608170139603,12630,settle,-1.1040652605347403e-17,4.2097421156265087e-19,0.14653804898262024,0.0,0.0
3.153949511004612,12650,settle,-1.1428110621712141e-17,4.2597069265520086e-19,0.15007567405700684,0.0,0.0
3.1729838800092693,12669,settle,-1.1761452000861823e-17,4.3162028454014975e-19,0.15354777872562408,0.0,0.0
3.192939575004857,12689,settle,-1.2050765037547145e-17,4.381889516338275e-19,0.15707559883594513,0.0,0.0
3.212917019991437,12709,settle,-1.2241122457552748e-17,4.447255913281629e-19,0.16024136543273926,0.0,0.0
