row_index,firmware_timestamp_ms,firmware_active_mask,reference_active_mask,max_abs_pwm_difference,nominal_m1,firmware_m1,reference_m1,abs_difference_m1,nominal_m2,firmware_m2,reference_m2,abs_difference_m2,nominal_m3,firmware_m3,reference_m3,abs_difference_m3,nominal_m4,firmware_m4,reference_m4,abs_difference_m4
14,14656,8,8,0.0,31357.0,32988.0,32988.0,0.0,34003.0,32371.0,32371.0,0.0,31431.0,33062.0,33062.0,0.0,34409.0,65535.0,65535.0,0.0
15,14676,8,8,0.0,31228.0,33004.0,33004.0,0.0,34122.0,32345.0,32345.0,0.0,31296.0,33072.0,33072.0,0.0,34578.0,65535.0,65535.0,0.0
16,14696,8,8,0.0,29713.0,32800.0,32800.0,0.0,35645.0,32557.0,32557.0,0.0,29787.0,32874.0,32874.0,0.0,36107.0,65535.0,65535.0,0.0
17,14716,8,8,0.0,30942.0,33021.0,33021.0,0.0,34404.0,32324.0,32324.0,0.0,31006.0,33085.0,33085.0,0.0,34932.0,65535.0,65535.0,0.0
18,14736,8,8,0.0,29242.0,32784.0,32784.0,0.0,36094.0,32551.0,32551.0,0.0,29334.0,32876.0,32876.0,0.0,36638.0,65535.0,65535.0,0.0
19,14756,8,8,0.0,30617.0,33002.0,33002.0,0.0,34723.0,32337.0,32337.0,0.0,30699.0,33084.0,33084.0,0.0,35289.0,65535.0,65535.0,0.0
20,14776,8,8,0.0,28733.0,32747.0,32747.0,0.0,36567.0,32552.0,32552.0,0.0,28843.0,32857.0,32857.0,0.0,37189.0,65535.0,65535.0,0.0
21,14796,8,8,0.0,28487.0,32736.0,32736.0,0.0,36823.0,32573.0,32573.0,0.0,28583.0,32832.0,32832.0,0.0,37463.0,65535.0,65535.0,0.0
22,14816,8,8,0.0,30062.0,32973.0,32973.0,0.0,35212.0,32300.0,32300.0,0.0,30208.0,33119.0,33119.0,0.0,35902.0,65535.0,65535.0,0.0
23,14836,8,8,0.0,27950.0,32714.0,32714.0,0.0,37322.0,32557.0,32557.0,0.0,28072.0,32836.0,32836.0,0.0,38064.0,65535.0,65535.0,0.0
24,14856,8,8,0.0,29679.0,32970.0,32970.0,0.0,35581.0,32289.0,32289.0,0.0,29835.0,33126.0,33126.0,0.0,36345.0,65535.0,65535.0,0.0
25,14876,8,8,0.0,27397.0,32669.0,32669.0,0.0,37885.0,32612.0,32612.0,0.0,27529.0,32801.0,32801.0,0.0,38657.0,65535.0,65535.0,0.0
26,14896,8,8,0.0,27102.0,32655.0,32655.0,0.0,38148.0,32594.0,32594.0,0.0,27266.0,32819.0,32819.0,0.0,38984.0,65535.0,65535.0,0.0
27,14917,8,8,0.0,29059.0,32982.0,32982.0,0.0,36165.0,32241.0,32241.0,0.0,29233.0,33156.0,33156.0,0.0,37083.0,65535.0,65535.0,0.0
28,14936,8,8,0.0,28918.0,32979.0,32979.0,0.0,36310.0,32248.0,32248.0,0.0,29108.0,33169.0,33169.0,0.0,37244.0,65535.0,65535.0,0.0
29,14957,8,8,0.0,28687.0,32979.0,32979.0,0.0,36563.0,32270.0,32270.0,0.0,28853.0,33145.0,33145.0,0.0,37513.0,65535.0,65535.0,0.0
30,14976,8,8,0.0,28438.0,32948.0,32948.0,0.0,36796.0,32285.0,32285.0,0.0,28654.0,33164.0,33164.0,0.0,37768.0,65535.0,65535.0,0.0
31,14996,8,8,0.0,28191.0,32978.0,32978.0,0.0,36985.0,32197.0,32197.0,0.0,28437.0,33224.0,33224.0,0.0,38091.0,65535.0,65535.0,0.0
32,15016,8,8,0.0,27951.0,32970.0,32970.0,0.0,37241.0,32221.0,32221.0,0.0,28195.0,33214.0,33214.0,0.0,38361.0,65535.0,65535.0,0.0
33,15036,8,8,0.0,27714.0,32980.0,32980.0,0.0,37480.0,32213.0,32213.0,0.0,27944.0,33210.0,33210.0,0.0,38650.0,65535.0,65535.0,0.0
34,15057,8,8,0.0,27455.0,32967.0,32967.0,0.0,37747.0,32234.0,32234.0,0.0,27689.0,33201.0,33201.0,0.0,38937.0,65535.0,65535.0,0.0
35,15076,8,8,0.0,27174.0,32963.0,32963.0,0.0,38018.0,32228.0,32228.0,0.0,27424.0,33213.0,33213.0,0.0,39260.0,65535.0,65535.0,0.0
36,15096,8,8,0.0,26905.0,32957.0,32957.0,0.0,38281.0,32228.0,32228.0,0.0,27167.0,33219.0,33219.0,0.0,39567.0,65535.0,65535.0,0.0
37,15116,8,8,0.0,26633.0,32972.0,32972.0,0.0,38543.0,32203.0,32203.0,0.0,26887.0,33226.0,33226.0,0.0,39901.0,65535.0,65535.0,0.0
38,15136,8,8,0.0,26326.0,32916.0,32916.0,0.0,38834.0,32243.0,32243.0,0.0,26626.0,33216.0,33216.0,0.0,40194.0,65535.0,65535.0,0.0
39,15157,8,8,0.0,26055.0,32937.0,32937.0,0.0,39143.0,32260.0,32260.0,0.0,26291.0,33173.0,33173.0,0.0,40535.0,65535.0,65535.0,0.0
40,15177,8,8,0.0,25758.0,32951.0,32951.0,0.0,39438.0,32244.0,32244.0,0.0,26002.0,33195.0,33195.0,0.0,40898.0,65535.0,65535.0,0.0
41,15197,8,8,0.0,25437.0,32921.0,32921.0,0.0,39737.0,32252.0,32252.0,0.0,25741.0,33225.0,33225.0,0.0,41237.0,65535.0,65535.0,0.0
42,15217,8,8,0.0,25133.0,32934.0,32934.0,0.0,40035.0,32233.0,32233.0,0.0,25425.0,33226.0,33226.0,0.0,41607.0,65535.0,65535.0,0.0
43,15237,8,8,0.0,24833.0,32927.0,32927.0,0.0,40361.0,32266.0,32266.0,0.0,25109.0,33203.0,33203.0,0.0,41949.0,65535.0,65535.0,0.0
44,15257,8,8,0.0,24515.0,32967.0,32967.0,0.0,40619.0,32166.0,32166.0,0.0,24803.0,33255.0,33255.0,0.0,42367.0,65535.0,65535.0,0.0
45,15277,8,8,0.0,24174.0,32958.0,32958.0,0.0,40938.0,32153.0,32153.0,0.0,24490.0,33274.0,33274.0,0.0,42754.0,65535.0,65535.0,0.0
46,15297,8,8,0.0,23830.0,32936.0,32936.0,0.0,41274.0,32167.0,32167.0,0.0,24178.0,33284.0,33284.0,0.0,43130.0,65535.0,65535.0,0.0
47,15316,8,8,0.0,23488.0,32925.0,32925.0,0.0,41632.0,32194.0,32194.0,0.0,23836.0,33273.0,33273.0,0.0,43516.0,65535.0,65535.0,0.0
48,15336,8,8,0.0,23164.0,32970.0,32970.0,0.0,41958.0,32151.0,32151.0,0.0,23456.0,33262.0,33262.0,0.0,43946.0,65535.0,65535.0,0.0
49,15356,8,8,0.0,22795.0,32963.0,32963.0,0.0,42273.0,32104.0,32104.0,0.0,23115.0,33283.0,33283.0,0.0,44369.0,65535.0,65535.0,0.0
50,15377,8,8,0.0,22421.0,32944.0,32944.0,0.0,42645.0,32121.0,32121.0,0.0,22759.0,33282.0,33282.0,0.0,44783.0,65535.0,65535.0,0.0
