motor,eta,protocol_id,trial_seed,controller,allocator_config,rows,actual_fault_t,post_fault_rows,active_post_fault_rows,contact_found,safe_touchdown,contact_t,fault_to_contact_s,contact_phase,vertical_speed_mps,vertical_speed_margin_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,roll_pitch_ok,angular_rate_ok,drift_ok,fault_motor_allocation,expected_applied_pwm,logged_applied_pwm,pinv_active_mask,pinv_err_thrust,pinv_err_yaw,pinv_objective
1,0.496,seeded_ic_v1,14980001,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,4170,9.86540150642395,2697,2613,True,True,14.426565885543823,4.561164379119873,adaptive_brake,0.3490058183670044,0.0009941816329955833,0.008995904277833897,0.019161297008395195,0.09022086968027748,0.018657489156840443,True,True,True,True,True,65535,32505,32505,1,-4719.640625,-117963.640625,623406592.0
