motor,eta,protocol_id,trial_seed,controller,allocator_config,rows,actual_fault_t,post_fault_rows,active_post_fault_rows,contact_found,safe_touchdown,contact_t,fault_to_contact_s,contact_phase,vertical_speed_mps,vertical_speed_margin_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,roll_pitch_ok,angular_rate_ok,drift_ok,fault_motor_allocation,expected_applied_pwm,logged_applied_pwm,pinv_active_mask,pinv_err_thrust,pinv_err_yaw,pinv_objective
1,0.496,seeded_ic_v1,14980002,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,4167,9.824968576431274,2700,2616,True,True,14.543967723846436,4.718999147415161,adaptive_brake,0.3450685441493988,0.004931455850601174,0.008908367151165896,0.0055712442845106125,0.07858691186945313,0.029726259253962398,True,True,True,True,True,65535,32505,32505,1,-4719.640625,-117963.640625,623406592.0
