motor,eta,protocol_id,trial_seed,controller,allocator_config,rows,actual_fault_t,post_fault_rows,active_post_fault_rows,contact_found,safe_touchdown,contact_t,fault_to_contact_s,contact_phase,vertical_speed_mps,vertical_speed_margin_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,roll_pitch_ok,angular_rate_ok,drift_ok,fault_motor_allocation,expected_applied_pwm,logged_applied_pwm,pinv_active_mask,pinv_err_thrust,pinv_err_yaw,pinv_objective
3,0.496,seeded_ic_v1,34980001,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,4221,10.18608832359314,2700,2613,True,True,14.986030101776123,4.799941778182983,adaptive_brake,0.3419052064418793,0.008094793558120705,0.009457294914000209,0.003554661525413394,0.08205389252623858,0.031065544222535837,True,True,True,True,True,65535,32505,32505,4,-4719.640625,-117963.640625,623406528.0
