controller,motor,eta,candidate,r1,r2,r3,r4,n,mean_vz,std_vz,min_vz,max_vz,mean_hspeed,max_hspeed,mean_tilt,max_tilt,mean_drift,max_drift,safe_count
qp_selected_event_triggered,1,0.497,opp_m3_10000,0,0,10000,0,5,0.3331436038017273,0.003228068145636431,0.3284895122051239,0.3370519578456878,0.00963072277600435,0.010282997834695754,0.11715841889381402,0.1277098655700683,0.25457623667079404,0.26000112538782383,5
qp_selected_event_triggered,2,0.497,balanced_1000_0_1000_12000,1000,0,1000,12000,5,0.3452777206897735,0.006728648929967247,0.338432252407074,0.3534140288829803,0.01133054687355812,0.012467058047815099,0.05292853582650418,0.0914174914360046,0.3208462057692093,0.33499610096371707,3
qp_selected_event_triggered,3,0.497,opp_m1_12000,12000,0,0,0,5,0.30823008418083186,0.0041729380744700345,0.3039336800575256,0.3134636878967285,0.016718589122743467,0.01705882746724709,0.0417256068438291,0.0711613073945045,0.3027012157475048,0.3090693196964013,5
qp_selected_event_triggered,4,0.497,opp_m2_10000,0,10000,0,0,5,0.32677785158157346,0.009145568256066218,0.3179192245006561,0.3400782644748688,0.010999909392402758,0.01219623130417479,0.07720055580139154,0.1024181693792343,0.2690014983369807,0.2774853162758601,5
