pattern,r1,r2,r3,r4,n,mean_vz,std_vz,min_vz,max_vz,mean_hspeed,max_hspeed,mean_tilt,max_tilt,mean_drift,max_drift,safe_count
r1dom_5000_12000_5000,12000,5000,0,5000,3,0.3115296959877014,0.0066145343796672074,0.3055009841918945,0.3186052143573761,0.017098148338548003,0.0180628635514564,0.04800961787501967,0.0562906265258789,0.3088166059505186,0.3157987757373484,3
r1only_12000,12000,0,0,0,3,0.3152987758318582,0.0019539732300597338,0.3130431771278381,0.3164736628532409,0.016196909958954498,0.01627758704879257,0.07037455340226487,0.0819446668028831,0.2934895400275412,0.2953365488388174,3
r1dom_4000_11000_4000,11000,4000,0,4000,3,0.3182848592599233,0.012777142850480965,0.304684579372406,0.3300377428531647,0.012889974621911687,0.013367201845981044,0.08258764073252674,0.0957844406366348,0.27869750510101254,0.2819503239811228,3
r1only_11000,11000,0,0,0,3,0.32224857807159424,0.007357189903790534,0.3142395615577698,0.3287066519260406,0.0120817999109439,0.012678747174963525,0.0994078045090039,0.1163444072008133,0.27120507239082153,0.27504614613495804,3
r1dom_3000_10000_3000,10000,3000,0,3000,3,0.3301067153612772,0.004281476690387176,0.3263584673404693,0.3347726166248321,0.009225773341175981,0.01039249530006963,0.1402925550937652,0.1635137349367141,0.25638108466807685,0.26283698316621384,3
r1only_10000,10000,0,0,0,3,0.3389687140782674,0.005682680677203168,0.332418143749237,0.3425762355327606,0.009924952863044206,0.011319423037978275,0.10976218680540717,0.1257116347551345,0.2505987614249036,0.2550889751923249,3
r1dom_2000_9000_2000,9000,2000,0,2000,3,0.34541307886441547,0.010706604401606435,0.3340117931365967,0.3552536964416504,0.008848406486432073,0.009457249551131641,0.1571259126067161,0.2156384885311126,0.24589208577880703,0.2566447792620684,2
r1only_9000,9000,0,0,0,3,0.3572764794031779,0.004214747013263717,0.3524646461009979,0.3603138923645019,0.009562945452571602,0.009955007907864124,0.1274923607707023,0.1339536160230636,0.23559798794978637,0.23760889359620807,0
