motor,n_trials,residual_min,residual_max,safe_count,intercept,slope_per_pwm,slope_per_1000_pwm,nll,bootstrap_reps_valid
1,210,8000,14000,102,-25.506723690695864,0.0022980155726578314,2.2980155726578313,42.9446222900643,4995
4,210,8000,14000,95,-13.392530089836466,0.001180594321658065,1.180594321658065,78.55253866642053,5000
