controller,motor,eta,boost,policy,r1,r2,r3,r4,n,mean_vz,std_vz,min_vz,max_vz,mean_hspeed,max_hspeed,mean_tilt,max_tilt,mean_drift,max_drift,safe_count
event_triggered_policy_map,1,0.497,0,m1_opp_m3_10000,0,0,10000,0,5,0.3288162112236023,0.006524248516568159,0.322318971157074,0.3385895490646362,0.009612990152923075,0.010833987229356147,0.1286847427487373,0.1674194484949112,0.25500167808645713,0.26586335449392035,5
event_triggered_policy_map,2,0.497,0,m2_best_2000_0_2000_12000,2000,0,2000,12000,5,0.340406721830368,0.013004058231223869,0.3262864649295807,0.3583443164825439,0.010043016557496613,0.011800601309668646,0.08567502275109286,0.1195529028773307,0.3269450444139107,0.33260138584230364,4
event_triggered_policy_map,3,0.497,0,m3_opp_m1_12000,12000,0,0,0,5,0.3116040289402008,0.0077734623903302465,0.2991315722465515,0.3194000720977783,0.017704874042615247,0.019601971625894297,0.059458051994442894,0.0811893567442894,0.3102302879945541,0.3191999029043448,5
event_triggered_policy_map,4,0.497,0,m4_opp_m2_10000,0,10000,0,0,5,0.29381378293037413,0.0526327173570406,0.2088157832622528,0.3342969417572021,0.010780637631232043,0.011395235301357111,0.14922678396105762,0.4127326309680938,0.30223044356043716,0.41638159146164533,5
