contact_found,protocol_id,trial_seed,motor,eta,controller,allocator_config,candidate,r1,r2,r3,r4,spawn_x_cmd,spawn_y_cmd,spawn_yaw_deg_cmd,fault_time_cmd,hover_z_cmd,fault_z,fault_vz,qp_predicted_vz,vertical_speed_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,safe_touchdown,file
True,seeded_ic_v1,24986006,2,0.496,cem,cem_tuned_boundary,balanced_3000_0_3000_12000,3000,0,3000,12000,-0.013473,-0.024525,-3.802174,10.231843,0.702482,0.7152190804481506,-0.0037659562658518,0.3467,0.3578002452850342,0.015232918661580669,0.1029829978942871,0.013003294193363971,0.35079279828847887,False,qp_event_allocator_m2_eta0p496_seededcoarse_cem_m2_eta0p496_seed24986006.csv
True,seeded_ic_v1,24986007,2,0.496,cem,cem_tuned_boundary,balanced_3000_0_3000_12000,3000,0,3000,12000,0.024659,0.005426,-0.875954,9.866623,0.711946,0.7262542247772217,-0.0042683454230427,0.3467,0.3552036881446838,0.014071161807784465,0.1223361790180206,0.012133117901364076,0.30352807210443616,False,qp_event_allocator_m2_eta0p496_seededcoarse_cem_m2_eta0p496_seed24986007.csv
True,seeded_ic_v1,24986008,2,0.496,cem,cem_tuned_boundary,balanced_3000_0_3000_12000,3000,0,3000,12000,0.020697,-0.012504,-1.044292,9.816869,0.706914,0.7213267683982849,-0.0041667046025395,0.3467,0.3630509972572326,0.015310152896479124,0.1107036545872688,0.011958546086933728,0.32091001371308836,False,qp_event_allocator_m2_eta0p496_seededcoarse_cem_m2_eta0p496_seed24986008.csv
True,seeded_ic_v1,24986009,2,0.496,cem,cem_tuned_boundary,balanced_3000_0_3000_12000,3000,0,3000,12000,0.005473,-0.028512,1.655154,9.888159,0.683335,0.6968763470649719,-0.0036968553904443,0.3467,0.3816586136817932,0.018103839858815782,0.0391578637063503,0.023246365104936578,0.31576012942825255,False,qp_event_allocator_m2_eta0p496_seededcoarse_cem_m2_eta0p496_seed24986009.csv
True,seeded_ic_v1,24986010,2,0.496,cem,cem_tuned_boundary,balanced_3000_0_3000_12000,3000,0,3000,12000,0.026914,-0.024429,4.78219,10.21923,0.697379,0.7101193070411682,-0.0038030266296118,0.3467,0.3494704365730285,0.014392457094584529,0.1381726861000061,0.010113683256816913,0.32674834001737635,True,qp_event_allocator_m2_eta0p496_seededcoarse_cem_m2_eta0p496_seed24986010.csv
True,seeded_ic_v1,24986011,2,0.496,cem,cem_tuned_boundary,balanced_3000_0_3000_12000,3000,0,3000,12000,0.010453,-0.028299,-4.298653,10.045577,0.71554,0.7292672395706177,-0.0040666065178811,0.3467,0.3675005435943603,0.015090529183558231,0.1078781336545944,0.0101564800984479,0.3445432726640698,False,qp_event_allocator_m2_eta0p496_seededcoarse_cem_m2_eta0p496_seed24986011.csv
True,seeded_ic_v1,24986012,2,0.496,cem,cem_tuned_boundary,balanced_3000_0_3000_12000,3000,0,3000,12000,-0.003564,0.014449,-1.321299,9.854912,0.689535,0.70335453748703,-0.0039853756316006,0.3467,0.3476041257381439,0.014323418064918254,0.1305118352174759,0.012145550324779543,0.32209768071269856,True,qp_event_allocator_m2_eta0p496_seededcoarse_cem_m2_eta0p496_seed24986012.csv
True,seeded_ic_v1,25006001,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,-0.020153,0.013043,-3.498711,9.900509,0.713744,0.7280457019805908,-0.0038267311174422,0.335,0.2989172637462616,0.010328806472290359,0.0810161158442497,0.004881064567912886,0.3334469221527176,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006001.csv
True,seeded_ic_v1,25006002,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,0.006874,0.024029,-1.36227,10.007192,0.701633,0.715287446975708,-0.0038272412493824,0.335,0.2906268835067749,0.00991647501830655,0.1067025810480117,0.004390680336986293,0.3169724331668842,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006002.csv
True,seeded_ic_v1,25006003,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,-0.016513,0.003388,-0.850437,9.947392,0.691378,0.7050453424453735,-0.0037535161245614,0.335,0.3022902905941009,0.01144896865489931,0.0667413920164108,0.005441654514256514,0.3353662014047141,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006003.csv
True,seeded_ic_v1,25006004,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,-0.02704,-0.016407,-0.379795,9.951663,0.689472,0.7029256224632263,-0.0038222377188503,0.335,0.2913717925548553,0.010041571497789266,0.0843477621674537,0.004440534681825751,0.35883332008444296,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006004.csv
True,seeded_ic_v1,25006005,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,-0.025759,-0.027654,3.03928,10.184988,0.709386,0.7225247025489807,-0.004002938978374,0.335,0.3029830455780029,0.011111620492132577,0.1187254413962364,0.004677986430860842,0.38617468121613996,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006005.csv
True,seeded_ic_v1,25006006,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,0.017174,0.014027,-2.502527,9.88479,0.687248,0.7008145451545715,-0.0038157620001584,0.335,0.2935792207717895,0.010617483490168328,0.0618897303938865,0.004764738972975222,0.3005705505456761,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006006.csv
True,seeded_ic_v1,25006007,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,0.002825,0.007435,-2.286213,9.953687,0.707985,0.7217910289764404,-0.0039586895145475,0.335,0.2938849925994873,0.009989910994077375,0.0846590921282768,0.004519757495940465,0.31990326338174974,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006007.csv
True,seeded_ic_v1,25006008,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,0.007725,0.018827,-4.152929,9.950914,0.699681,0.7134183049201965,-0.0037596500478684,0.335,0.29744353890419,0.010503653219854001,0.078793779015541,0.004515714174441367,0.3131988900641997,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006008.csv
True,seeded_ic_v1,25006009,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,0.026384,-0.00553,0.16453,9.898855,0.703569,0.7176960706710815,-0.0040118368342518,0.335,0.2985416352748871,0.010522348816043157,0.0767973884940147,0.004445035433936043,0.3130643247015313,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006009.csv
True,seeded_ic_v1,25006010,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,-0.01663,0.021949,2.775136,9.779732,0.711925,0.7265976071357727,-0.0043143453076481,0.335,0.3008692264556885,0.010648568476954527,0.0836466625332832,0.00457457358289433,0.3284882880260055,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006010.csv
True,seeded_ic_v1,25006011,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,0.016164,0.026237,-0.384917,9.792285,0.712312,0.7270340919494629,-0.0041925362311303,0.335,0.2784270346164703,0.009843790817381027,0.0593364983797073,0.00488169605985313,0.291001847728551,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006011.csv
True,seeded_ic_v1,25006012,2,0.498,cem,cem_tuned_boundary,balanced_2000_0_2000_12000,2000,0,2000,12000,-0.003717,0.02182,-1.829125,9.907752,0.698013,0.7118880748748779,-0.0039387373253703,0.335,0.2965021431446075,0.010931201596485883,0.1004201546311378,0.005435042893057321,0.32508178035094437,True,qp_event_allocator_m2_eta0p498_seededcoarse_cem_m2_eta0p498_seed25006012.csv
True,seeded_ic_v1,25026001,2,0.5,cem,cem_tuned_boundary,opp_m4_10000,0,0,0,10000,0.009294,0.016574,-4.148032,9.78084,0.702904,0.7174137234687805,-0.0040727904997766,0.3279999999999999,0.1905802637338638,0.008723556510157516,0.0260623954236507,0.0034880854500719005,0.2373359192261948,True,qp_event_allocator_m2_eta0p500_seededcoarse_cem_m2_eta0p500_seed25026001.csv
True,seeded_ic_v1,25026002,2,0.5,cem,cem_tuned_boundary,opp_m4_10000,0,0,0,10000,-0.025781,0.008933,-0.608872,10.056964,0.695963,0.7091466188430786,-0.003752140328288,0.3279999999999999,0.1854420751333236,0.008009645257036268,0.0484087541699409,0.004042776017494543,0.27878133086255796,True,qp_event_allocator_m2_eta0p500_seededcoarse_cem_m2_eta0p500_seed25026002.csv
True,seeded_ic_v1,25026003,2,0.5,cem,cem_tuned_boundary,opp_m4_10000,0,0,0,10000,-0.007598,-0.000197,-3.863498,9.91604,0.707168,0.7212658524513245,-0.0039886678569018,0.3279999999999999,0.2023504376411438,0.009139425789156858,0.0284401960670948,0.003527508205597128,0.2667196728359802,True,qp_event_allocator_m2_eta0p500_seededcoarse_cem_m2_eta0p500_seed25026003.csv
True,seeded_ic_v1,25026004,2,0.5,cem,cem_tuned_boundary,opp_m4_10000,0,0,0,10000,-0.0048,-0.016267,4.486322,9.85417,0.70737,0.7216860055923462,-0.0039466605521738,0.3279999999999999,0.1995912045240402,0.009140550528230717,0.0242553018033504,0.003000350966953776,0.26693579202229495,True,qp_event_allocator_m2_eta0p500_seededcoarse_cem_m2_eta0p500_seed25026004.csv
True,seeded_ic_v1,25026005,2,0.5,cem,cem_tuned_boundary,opp_m4_10000,0,0,0,10000,0.013366,-0.023867,3.499147,10.222769,0.687475,0.7000738978385925,-0.0035422006621956,0.3279999999999999,0.2038058489561081,0.010050936383675093,0.0034713956993073,0.0035374675005783265,0.25594192340308125,True,qp_event_allocator_m2_eta0p500_seededcoarse_cem_m2_eta0p500_seed25026005.csv
