controller,motor,eta,boost,policy,r1,r2,r3,r4,n,mean_vz,std_vz,min_vz,max_vz,mean_hspeed,max_hspeed,mean_tilt,max_tilt,mean_drift,max_drift,safe_count
event_triggered_policy_refine,2,0.497,0,m4only_12000,0,0,0,12000,5,0.33916643261909485,0.010467915483347495,0.3274589776992798,0.3550626933574676,0.011180162399332278,0.012614586492974115,0.060601145587861505,0.0885541141033172,0.3218025757882327,0.3328075856527029,4
event_triggered_policy_refine,2,0.497,0,current_2000_0_2000_12000,2000,0,2000,12000,5,0.3402495801448822,0.009399725441695437,0.3302661776542663,0.3556953072547912,0.010175291443968842,0.01200482903737277,0.08540740013122552,0.1109067350625991,0.32763845661692165,0.3311935799132487,4
event_triggered_policy_refine,2,0.497,0,mid_3000_0_3000_12000,3000,0,3000,12000,5,0.3501122593879699,0.02154199318498189,0.3256811797618866,0.3840244114398956,0.010420164496886694,0.014594445552874782,0.09958193302154537,0.1597689837217331,0.3331194356241339,0.3714886487899905,3
event_triggered_policy_refine,2,0.497,0,mid_3000_0_3000_13000,3000,0,3000,13000,5,0.3555244207382202,0.0034326788655089013,0.3498147428035736,0.3590234816074371,0.011045085103531032,0.011512872085695638,0.08366609215736383,0.1319554299116134,0.36241502147254334,0.3924355275821176,1
event_triggered_policy_refine,2,0.497,0,light_1000_0_1000_13000,1000,0,1000,13000,5,0.35505554080009455,0.006104746716490032,0.3444568812847137,0.3592996001243591,0.011305793949993129,0.011585983380898772,0.08581797853112216,0.1157846003770828,0.35692860969584117,0.37655359914092135,1
event_triggered_policy_refine,2,0.497,0,balanced_2000_0_2000_13000,2000,0,2000,13000,5,0.3645361840724945,0.007537651034953927,0.3574059605598449,0.375916451215744,0.011970100980070699,0.012803272798151815,0.08020733669400212,0.1176706701517105,0.36016252684423977,0.3794917607464196,0
