protocol_id,controller,motor,eta,n,safe_count,contact_count,mean_vz,std_vz,min_vz,max_vz,mean_drift,max_drift,safe_rate,safe_rate_ci_low,safe_rate_ci_high
seeded_ic_v1,qplite,1,0.493,30,0,30,0.4325427055358887,0.007654805383001678,0.4188994169235229,0.4469971656799316,0.27371970960018965,0.29796321314184476,0.0,0.0,0.113517091390478
seeded_ic_v1,qplite,1,0.494,30,0,30,0.4050875494877497,0.009750938552354288,0.3779351115226745,0.4389088451862335,0.2730543467282495,0.2997197072120405,0.0,0.0,0.113517091390478
seeded_ic_v1,qplite,1,0.495,30,1,30,0.36936127640268146,0.07032810935438916,0.000534146267455,0.3986405432224273,0.2694049118924062,0.3119606274518147,0.03333333333333333,0.0059084379948573795,0.16670751396958874
seeded_ic_v1,qplite,1,0.496,30,6,30,0.3291066731074048,0.112013906094589,0.0,0.3916913866996765,0.23424081946397476,0.3061274287992645,0.2,0.09504978102401235,0.37306047381027446
seeded_ic_v1,qplite,1,0.497,30,27,30,0.334266005953153,0.011272056576381332,0.3133999705314636,0.3661227524280548,0.2577394588777485,0.293411232988026,0.9,0.7437855868473339,0.9654007400402839
seeded_ic_v1,qplite,1,0.498,30,30,30,0.2911839505036672,0.01098587020586303,0.2659522891044616,0.3081088066101074,0.2604807369011612,0.3444383624309081,1.0,0.8864829086095221,1.0
seeded_ic_v1,qplite,3,0.492,30,0,30,0.4341669887304306,0.008076813190011543,0.4143212735652923,0.4518853724002838,0.30864449873330113,0.3427173773718257,0.0,0.0,0.113517091390478
seeded_ic_v1,qplite,3,0.493,30,0,30,0.41262132922808326,0.009893814565636429,0.3854984045028686,0.4290429055690765,0.3057327439636495,0.3453091928814503,0.0,0.0,0.113517091390478
seeded_ic_v1,qplite,3,0.494,30,3,30,0.3921073536078135,0.028583986345653577,0.2975397408008575,0.4205400049686432,0.2954031851512831,0.3972734970487409,0.1,0.03459925995971615,0.25621441315266624
seeded_ic_v1,qplite,3,0.495,30,1,30,0.37252918581167854,0.015997818140080985,0.3040958940982818,0.3917189836502075,0.3033636960408611,0.36265510704202736,0.03333333333333333,0.0059084379948573795,0.16670751396958874
seeded_ic_v1,qplite,3,0.496,30,28,30,0.32350860599641845,0.06279490595238704,0.0002330732240807,0.3557643294334411,0.2943368704345265,0.3430061654192926,0.9333333333333333,0.7867618227892791,0.9815233646723066
seeded_ic_v1,qplite,3,0.497,30,30,30,0.3050974428653717,0.007206448143736178,0.2819125056266784,0.3183096051216125,0.3034487069835514,0.3404353138806308,1.0,0.8864829086095221,1.0
seeded_ic_v1,qplite,3,0.498,30,30,30,0.2649309612306145,0.051874873236107295,0.0005211144452914,0.2952500581741333,0.28614825512515796,0.3405329080197286,1.0,0.8864829086095221,1.0
