boost,n,mean_vz,std_vz,min_vz,max_vz,mean_drift,safe_count
10000,3,0.35263657569885254,0.012870162811366898,0.3421447873115539,0.3669974505901336,0.27518759782556695,2
11000,3,0.36824219425519306,0.006996928221057614,0.3614720106124878,0.3754457235336303,0.3033925581988031,0
12000,3,0.38068891565004975,0.0045691543865911425,0.375980794429779,0.3851051032543182,0.3486375291891464,0
13000,3,0.3978890577952067,0.012901938615754093,0.3830868005752563,0.4067496061325073,0.3550411971831013,0
14000,3,0.42837409178415936,0.0072292179792563666,0.423613429069519,0.4366927444934845,0.3918585555046415,0
