controller,motor,eta,candidate,r1,r2,r3,r4,n,mean_vz,std_vz,min_vz,max_vz,mean_hspeed,max_hspeed,mean_tilt,max_tilt,mean_drift,max_drift,safe_count
state_aware_qp_event_allocator,1,0.496,opp_m3_10000,0,0,10000,0,5,0.3514222323894501,0.00397787371862405,0.34471195936203,0.3550427556037903,0.010084364998865813,0.011546111740298327,0.1002756163477897,0.1138579547405242,0.25728241268415974,0.2694180230622483,1
state_aware_qp_event_allocator,2,0.496,balanced_1000_0_1000_12000,1000,0,1000,12000,5,0.37072494029998776,0.00915021182194072,0.3593129813671112,0.3790226280689239,0.013016718269787383,0.014065824838218137,0.07391359731554978,0.1025559231638908,0.32581350360389605,0.34008057922446017,0
state_aware_qp_event_allocator,3,0.496,opp_m1_12000,12000,0,0,0,5,0.3310228586196899,0.006790323675302305,0.3229068517684936,0.3382988572120666,0.017921238171413136,0.02059184326301092,0.10487247183918949,0.1656221747398376,0.3066833161846601,0.32669744285520097,5
state_aware_qp_event_allocator,4,0.496,opp_m2_10000,0,10000,0,0,5,0.354452782869339,0.011110779566913013,0.3407871723175049,0.3697673380374908,0.012467399952251185,0.013481211988968882,0.07859940156340596,0.1119167432188987,0.27484122484892726,0.2835693402496222,1
