controller,motor,eta,candidate,r1,r2,r3,r4,n,mean_vz,std_vz,min_vz,max_vz,mean_hspeed,max_hspeed,mean_tilt,max_tilt,mean_drift,max_drift,safe_count
state_aware_qp_event_allocator,1,0.497,opp_m3_10000,0,0,10000,0,5,0.31482016444206234,0.011257142768312115,0.3046973347663879,0.3305160403251648,0.011230585436835493,0.012757392036823788,0.028983596339821782,0.0621616505086422,0.2611752864567009,0.2718719060317012,5
state_aware_qp_event_allocator,2,0.497,balanced_1000_0_1000_12000,1000,0,1000,12000,5,0.34299288988113397,0.002937169537506377,0.3396168649196625,0.3468365371227264,0.010821690580690768,0.012191802576124714,0.08404826596379275,0.1071739643812179,0.3302817300007151,0.3393062110042282,5
state_aware_qp_event_allocator,3,0.497,opp_m1_12000,12000,0,0,0,5,0.30878896117210386,0.004858337222916224,0.3025614619255066,0.3153068125247955,0.017480683236299636,0.01929025076772112,0.04988995864987368,0.0947136357426643,0.3109326312761979,0.31818188885595994,5
state_aware_qp_event_allocator,4,0.497,opp_m2_10000,0,10000,0,0,5,0.321046257019043,0.0070620064432542,0.3136506676673889,0.3296543657779693,0.009586565319078071,0.010692816059752999,0.09160537570714947,0.1492742896080017,0.2743015790586672,0.2986979152045772,5
