motor,cem_minus_qplite_fault_to_contact_s,qplite_minus_cem_touchdown_vz,qplite_minus_cem_peak_abs_vz,qplite_minus_cem_mean_abs_vz,qplite_minus_cem_integral_abs_vz_dt,cem_minus_qplite_mean_max_pwm
1,0.37414320309956883,0.030177065730094932,0.030177065730094932,0.029156701457746403,-0.0032635514115828546,112.44807747047889
4,0.48441261450449646,0.02159387369950616,0.02159387369950616,0.03021618890945227,0.0024132169096198197,108.95155018184596
