motor,controller,trial_seed,candidate,file,fault_to_contact_s,touchdown_vertical_speed_mps,peak_abs_vz_postfault,mean_abs_vz_postfault,integral_abs_vz_dt,max_motor_pwm_postfault,mean_max_motor_pwm_postfault,mean_motor_m1,mean_motor_m2,mean_motor_m3,mean_motor_m4,safe_touchdown
4,cem,49980029,opp_m2_12000,qp_event_allocator_m4_eta0p496_seededfine_cem_m4_eta0p496_seed49980029.csv,3.6186296939849836,0.3435623347759247,0.3435623347759247,0.1922860864938497,0.6973851762221441,39623.0,33630.69117647059,30963.992647058825,32574.922794117647,33411.37132352941,32277.865808823528,True
4,cem,49980030,opp_m2_12000,qp_event_allocator_m4_eta0p496_seededfine_cem_m4_eta0p496_seed49980030.csv,3.4840497970581055,0.3437380194664001,0.3437380194664001,0.19543157879042353,0.6816456409298598,39937.0,33794.90057361377,31148.326959847036,32576.239005736137,33671.54302103251,32309.80879541109,True
1,qplite,14980001,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980001.csv,2.560018301010132,0.3916913866996765,0.3916913866996765,0.26187949235817154,0.672321600017699,38483.0,33517.833766233765,32196.387012987012,30454.68051948052,32406.114285714284,33166.24415584416,False
1,qplite,14980002,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980002.csv,2.77994966506958,0.3638624250888824,0.3638624250888824,0.2513218187330442,0.7002253503520253,38755.0,33543.88516746411,32218.22009569378,30576.923444976077,32539.315789473683,33207.40669856459,False
1,qplite,14980003,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980003.csv,2.741939067840576,0.3769897818565368,0.3769897818565368,0.2543463752485215,0.6991689628674386,38827.0,33624.779126213594,32227.980582524273,30646.22087378641,32469.70145631068,33207.27427184466,False
1,qplite,14980004,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980004.csv,2.701979398727415,0.3597642779350281,0.3597642779350281,0.2488885805793015,0.6738087763762413,38917.0,33640.0960591133,32230.28078817734,30542.26354679803,32581.672413793105,33213.86945812808,False
1,qplite,14980005,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980005.csv,2.779205799102785,0.3653450012207031,0.3653450012207031,0.25497872594345145,0.7107675034294848,38839.0,33679.753588516745,32166.06698564593,31070.964114832535,32472.73923444976,33619.72009569378,False
1,qplite,14980006,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980006.csv,2.6809356212615967,0.3662118315696716,0.3662118315696716,0.25056465564552166,0.6735560900668436,39123.0,33707.493796526054,32177.66501240695,30966.09429280397,32364.481389578163,33599.950372208434,False
1,qplite,14980007,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980007.csv,2.7199249267578125,0.3706728518009186,0.3706728518009186,0.25201073952342556,0.6871423808173394,38901.0,33665.95599022005,32164.731051344745,30961.863080684598,32442.650366748167,33579.926650366746,False
1,qplite,14980008,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980008.csv,2.8599934577941877,0.3296506702899933,0.3296506702899933,0.24130015951678763,0.6914055907838069,38819.0,33799.79534883721,32193.076744186048,31165.288372093022,32561.45581395349,33787.66511627907,True
1,qplite,14980009,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980009.csv,2.778944730758667,0.3590387105941772,0.3590387105941772,0.2516219115378246,0.7008019922818001,38693.0,33704.095693779906,32231.007177033494,30971.576555023923,32560.404306220094,33503.22727272727,False
1,qplite,14980010,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980010.csv,2.6999068260192853,0.3581408858299255,0.3581408858299255,0.24965455891562194,0.675555781599131,38815.0,33608.445812807884,32178.655172413793,30756.480295566504,32418.98275862069,33428.43596059113,False
1,qplite,14980011,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980011.csv,2.741053819656372,0.3720746636390686,0.3720746636390686,0.25420751081705,0.6984707547726134,39091.0,33725.77669902913,32183.45873786408,30959.087378640776,32442.558252427185,33620.36893203884,False
1,qplite,14980012,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980012.csv,2.781998157501219,0.3669350147247314,0.3669350147247314,0.2511210273444412,0.7002919526528462,38855.0,33727.40909090909,32182.11004784689,31187.255980861242,32454.844497607657,33639.87320574163,False
1,qplite,14980013,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980013.csv,2.7189385890960693,0.3751890659332275,0.3751890659332275,0.2563147943826679,0.6991334399408542,38877.0,33779.601466992666,32169.21760391198,31122.20293398533,32432.388753056235,33693.58190709046,False
1,qplite,14980014,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980014.csv,2.6799023151397705,0.36786088347435,0.36786088347435,0.2521904835791764,0.6773857879955694,38767.0,33608.709677419356,32224.506203473946,30551.042183622827,32515.493796526054,33197.51364764268,False
1,qplite,14980015,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980015.csv,2.8031251430511475,0.3455585837364197,0.3455585837364197,0.24380265552696556,0.6841152504086991,38151.0,33433.5296912114,32228.591448931118,30847.20190023753,32589.087885985748,32902.67458432304,True
1,qplite,14980016,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980016.csv,2.719024181365967,0.3576984107494354,0.3576984107494354,0.25044959308499865,0.6827946645129254,38773.0,33756.388753056235,32170.171149144255,31060.833740831295,32454.9315403423,33673.06356968215,False
1,qplite,14980017,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980017.csv,2.7400090694427472,0.3670694530010223,0.3670694530010223,0.2527432379694836,0.6941373151893123,39043.0,33747.43932038835,32186.174757281555,30997.77427184466,32430.599514563106,33680.13349514563,False
1,qplite,14980018,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980018.csv,2.660071849822998,0.3666917979717254,0.3666917979717254,0.25185745962138756,0.6716215236872014,38743.0,33518.485,32210.025,30361.4475,32522.2825,33079.8925,False
1,qplite,14980019,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980019.csv,2.682039976119997,0.3616654276847839,0.3616654276847839,0.25244966465702495,0.6788979987574528,38837.0,33744.2158808933,32172.99007444169,30916.781637717122,32482.52853598015,33681.41191066997,False
1,qplite,14980020,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980020.csv,2.7387919425964338,0.3709272742271423,0.3709272742271423,0.2523429426669767,0.6932962102259254,38853.0,33651.48543689321,32155.417475728154,31001.766990291264,32423.223300970873,33578.830097087375,False
1,qplite,14980021,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980021.csv,2.7390079498291016,0.3774292767047882,0.3774292767047882,0.25596112634498375,0.7029546570940877,38841.0,33784.046116504855,32179.3786407767,31061.191747572815,32434.91990291262,33686.604368932036,False
1,qplite,14980022,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980022.csv,2.74198007583618,0.3665686845779419,0.3665686845779419,0.25110989878094275,0.6904107193461807,38699.0,33453.679611650485,32205.007281553397,30483.28640776699,32511.23786407767,33064.029126213594,False
1,qplite,14980023,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980023.csv,2.759991168975832,0.36874520778656,0.36874520778656,0.25154391141294175,0.6959397687374245,38953.0,33558.590361445786,32179.477108433734,30799.284337349396,32446.35421686747,33421.395180722895,False
1,qplite,14980024,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980024.csv,2.7208659648895264,0.3458089530467987,0.3458089530467987,0.24417870113578305,0.6659753498271577,38959.0,33750.96821515892,32181.56479217604,30939.770171149143,32497.59413202934,33714.40097799511,True
1,qplite,14980025,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980025.csv,2.719931602478029,0.3692790865898132,0.3692790865898132,0.2515969365222657,0.686055383757733,38825.0,33614.30562347188,32208.185819070906,30851.987775061123,32472.848410757946,33410.442542787285,False
1,qplite,14980026,opp_m3_10000,qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980026.csv,2.7861056327819824,0.3452970087528229,0.3452970087528229,0.24273325110235336,0.6780300286749015,38795.0,33667.08612440191,32239.47129186603,30551.358851674642,32561.66028708134,33244.645933014355,True
