guard_threshold_mps,n,safe_count,unsafe_count,safe_rate,safe_rate_wilson95_lower,safe_rate_wilson95_upper,mean_vertical_speed_mps,median_vertical_speed_mps,q90_vertical_speed_mps,q95_vertical_speed_mps,max_vertical_speed_mps,vertical_failure_count,other_failure_count,switch_count,switch_rate,mean_switch_tau_s,mean_switch_z_m
0.16,30,24,6,0.8,0.6269430358685175,0.9049489282271013,0.3432843844095866,0.34091800451278687,0.35602477192878723,0.36319994926452637,0.36817362904548645,6,0,30,1.0,0.2231973304763794,0.6959341744581858
0.18,30,23,7,0.7666666666666667,0.5907167384187784,0.8820761185551049,0.345241567492485,0.34431400895118713,0.3559603691101074,0.36222976446151733,0.39477118849754333,7,0,30,1.0,0.24707785193277995,0.6919401208559672
0.2,30,23,7,0.7666666666666667,0.5907167384187784,0.8820761185551049,0.3431546638409297,0.34116990864276886,0.35622093081474304,0.36155498027801514,0.3716202974319458,7,0,30,1.0,0.2675992940282186,0.687617564201355
