motor,selected_policy,n,safe_count,unsafe_count,safe_rate,safe_rate_wilson95_lower,safe_rate_wilson95_upper,mean_vertical_speed_mps,median_vertical_speed_mps,std_vertical_speed_mps,min_vertical_speed_mps,max_vertical_speed_mps,vertical_speed_failure_count,horizontal_speed_failure_count,tilt_failure_count,angular_rate_failure_count,drift_failure_count
1,cem_tuned_qplite,30,29,1,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.3315618405739466,0.33275076746940613,0.010811410628629082,0.3017062544822693,0.35518109798431396,1,0,0,0,0
2,pinv_bounded_wls,30,30,0,1.0,0.8864866068260312,0.9999999999999999,0.32910124957561493,0.3278528153896332,0.004952911608255822,0.3215579390525818,0.33772245049476624,0,0,0,0,0
3,cem_tuned_qplite,30,30,0,1.0,0.8864866068260312,0.9999999999999999,0.32272588411966957,0.3251293897628784,0.012663453180063844,0.2831612229347229,0.34250372648239136,0,0,0,0,0
4,cem_tuned_qplite,30,26,4,0.8666666666666667,0.703186733179637,0.9469034451594526,0.34026927351951597,0.33894966542720795,0.017622442697808213,0.284252792596817,0.39882373809814453,4,0,0,0,0
