condition_index,condition_id,parameter,factor,plant_sha256,controller,controller_order,motor,eta,rep,trial_seed,protocol_id,experiment_protocol_id,tag
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,cem,1,2,0.496000,24,63400024,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_cem_eta0p496_seed63400024
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,pinv,2,2,0.496000,24,63400024,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_pinv_eta0p496_seed63400024
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,pinv,1,2,0.496000,25,63400025,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_pinv_eta0p496_seed63400025
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,cem,2,2,0.496000,25,63400025,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_cem_eta0p496_seed63400025
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,cem,1,2,0.496000,26,63400026,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_cem_eta0p496_seed63400026
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,pinv,2,2,0.496000,26,63400026,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_pinv_eta0p496_seed63400026
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,pinv,1,2,0.496000,27,63400027,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_pinv_eta0p496_seed63400027
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,cem,2,2,0.496000,27,63400027,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_cem_eta0p496_seed63400027
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,cem,1,2,0.496000,28,63400028,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_cem_eta0p496_seed63400028
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,pinv,2,2,0.496000,28,63400028,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_pinv_eta0p496_seed63400028
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,pinv,1,2,0.496000,29,63400029,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_pinv_eta0p496_seed63400029
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,cem,2,2,0.496000,29,63400029,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_cem_eta0p496_seed63400029
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,cem,1,2,0.496000,30,63400030,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_cem_eta0p496_seed63400030
2,mass_minus10,mass,0.90,a366ed78fb465fbb0964b33f1f3c9a586ec729fc37330465328f33701d8755cf,pinv,2,2,0.496000,30,63400030,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_minus10_pinv_eta0p496_seed63400030
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,1,63400001,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400001
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,1,63400001,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400001
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,2,63400002,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400002
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,2,63400002,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400002
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,3,63400003,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400003
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,3,63400003,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400003
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,4,63400004,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400004
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,4,63400004,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400004
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,5,63400005,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400005
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,5,63400005,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400005
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,6,63400006,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400006
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,6,63400006,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400006
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,7,63400007,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400007
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,7,63400007,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400007
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,8,63400008,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400008
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,8,63400008,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400008
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,9,63400009,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400009
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,9,63400009,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400009
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,10,63400010,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400010
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,10,63400010,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400010
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,11,63400011,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400011
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,11,63400011,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400011
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,12,63400012,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400012
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,12,63400012,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400012
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,13,63400013,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400013
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,13,63400013,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400013
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,14,63400014,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400014
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,14,63400014,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400014
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,15,63400015,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400015
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,15,63400015,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400015
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,16,63400016,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400016
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,16,63400016,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400016
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,17,63400017,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400017
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,17,63400017,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400017
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,18,63400018,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400018
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,18,63400018,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400018
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,19,63400019,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400019
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,19,63400019,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400019
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,20,63400020,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400020
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,20,63400020,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400020
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,21,63400021,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400021
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,21,63400021,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400021
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,22,63400022,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400022
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,22,63400022,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400022
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,23,63400023,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400023
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,23,63400023,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400023
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,24,63400024,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400024
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,24,63400024,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400024
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,25,63400025,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400025
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,25,63400025,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400025
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,26,63400026,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400026
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,26,63400026,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400026
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,27,63400027,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400027
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,27,63400027,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400027
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,28,63400028,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400028
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,28,63400028,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400028
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,1,2,0.496000,29,63400029,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400029
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,2,2,0.496000,29,63400029,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400029
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,cem,1,2,0.496000,30,63400030,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_cem_eta0p496_seed63400030
3,mass_plus10,mass,1.10,0ad4e7a81bb28fe519cdcc54f3f9171cdc92ffd32b0776502e84aabd531e0398,pinv,2,2,0.496000,30,63400030,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_mass_plus10_pinv_eta0p496_seed63400030
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,1,2,0.496000,1,63400001,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400001
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,2,2,0.496000,1,63400001,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400001
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,1,2,0.496000,2,63400002,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400002
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,2,2,0.496000,2,63400002,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400002
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,1,2,0.496000,3,63400003,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400003
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,2,2,0.496000,3,63400003,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400003
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,1,2,0.496000,4,63400004,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400004
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,2,2,0.496000,4,63400004,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400004
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,1,2,0.496000,5,63400005,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400005
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,2,2,0.496000,5,63400005,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400005
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,1,2,0.496000,6,63400006,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400006
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,2,2,0.496000,6,63400006,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400006
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,1,2,0.496000,7,63400007,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400007
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,2,2,0.496000,7,63400007,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400007
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,1,2,0.496000,8,63400008,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400008
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,2,2,0.496000,8,63400008,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400008
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,1,2,0.496000,9,63400009,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400009
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,2,2,0.496000,9,63400009,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400009
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,1,2,0.496000,10,63400010,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400010
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,2,2,0.496000,10,63400010,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400010
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,1,2,0.496000,11,63400011,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400011
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,2,2,0.496000,11,63400011,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400011
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,1,2,0.496000,12,63400012,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400012
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,2,2,0.496000,12,63400012,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400012
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,pinv,1,2,0.496000,13,63400013,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_pinv_eta0p496_seed63400013
4,thrust_coefficient_minus10,thrust_coefficient,0.90,cc3905baa62024ad88f7af07d23f3de313b8a850d9af2dfeef9ddc8e82b33c77,cem,2,2,0.496000,13,63400013,seeded_ic_v1,m2_routing_stability_eta0p496_v1,m2route_thrust_coefficient_minus10_cem_eta0p496_seed63400013
