host_time_s,firmware_timestamp_ms,phase,pinvAlloc.nom1,pinvAlloc.nom2,pinvAlloc.nom3,pinvAlloc.nom4,pinvAlloc.alloc1,pinvAlloc.alloc2,pinvAlloc.alloc3,pinvAlloc.alloc4,pinvAlloc.active
2.6049626520252787,10345,settle,42865,42865,42865,42865,42865,42865,42865,42865,0
2.6251671980135143,10365,settle,42980,42980,42980,42980,42980,42980,42980,42980,0
2.64512090102653,10385,settle,42980,42980,42980,42980,42980,42980,42980,42980,0
2.665959178004414,10406,settle,41269,41269,41269,41269,41269,41269,41269,41269,0
2.6859909300110303,10426,settle,40544,40544,40544,40544,40544,40544,40544,40544,0
2.7060075730259996,10446,settle,39056,39056,39056,39056,39056,39056,39056,39056,0
2.7259470270073507,10466,settle,37586,37586,37586,37586,37586,37586,37586,37586,0
2.74641977599822,10486,settle,36191,36191,36191,36191,36191,36191,36191,36191,0
2.7666209940216504,10506,settle,34956,34956,34956,34956,34956,34956,34956,34956,0
2.7865394340187777,10526,settle,33883,33883,33883,33883,33883,33883,33883,33883,0
2.806565685023088,10546,settle,32993,32993,32993,32993,32993,32993,32993,32993,0
2.8249331730185077,10565,settle,32253,32253,32253,32253,32253,32253,32253,32253,0
2.8450953749998007,10585,settle,31648,31648,31648,31648,31648,31648,31648,31648,0
2.864930956013268,10605,settle,31211,31211,31211,31211,31211,31211,31211,31211,0
2.8849602440022863,10625,settle,30895,30895,30895,30895,30895,30895,30895,30895,0
2.905860783008393,10646,settle,30677,30677,30677,30677,30677,30677,30677,30677,0
2.9259403710020706,10666,settle,30574,30574,30574,30574,30574,30574,30574,30574,0
2.9473126560042147,10687,settle,30457,30457,30457,30457,30457,30457,30457,30457,0
2.9662932260253,10706,settle,30415,30415,30415,30415,30415,30415,30415,30415,0
2.986033530003624,10726,settle,30425,30425,30425,30425,30425,30425,30425,30425,0
3.0059562570240814,10746,settle,30450,30450,30450,30450,30450,30450,30450,30450,0
3.0259248549991753,10766,settle,30509,30509,30509,30509,30509,30509,30509,30509,0
3.0449847190175205,10785,settle,30579,30579,30579,30579,30579,30579,30579,30579,0
3.0654221120057628,10805,settle,30688,30688,30688,30688,30688,30688,30688,30688,0
3.087132193002617,10827,settle,30769,30769,30769,30769,30769,30769,30769,30769,0
3.105483388004359,10845,settle,30776,30776,30776,30776,30776,30776,30776,30776,0
3.1254390300018713,10865,settle,30828,30828,30828,30828,30828,30828,30828,30828,0
3.145484363019932,10885,settle,30926,30926,30926,30926,30926,30926,30926,30926,0
3.164952388004167,10905,settle,31018,31018,31018,31018,31018,31018,31018,31018,0
3.185112775012385,10925,settle,31100,31100,31100,31100,31100,31100,31100,31100,0
3.2050373740203213,10945,settle,31170,31170,31170,31170,31170,31170,31170,31170,0
3.2249772250070237,10965,settle,31258,31258,31258,31258,31258,31258,31258,31258,0
3.244979612005409,10985,settle,31307,31307,31307,31307,31307,31307,31307,31307,0
3.266056437016232,11006,settle,31357,31357,31357,31357,31357,31357,31357,31357,0
3.2866813690052368,11026,settle,31402,31402,31402,31402,31402,31402,31402,31402,0
3.305897553014802,11046,settle,31441,31441,31441,31441,31441,31441,31441,31441,0
3.326102097023977,11066,settle,31432,31432,31432,31432,31432,31432,31432,31432,0
3.3464265369984787,11086,settle,31468,31468,31468,31468,31468,31468,31468,31468,0
3.3649035030102823,11105,settle,31513,31513,31513,31513,31513,31513,31513,31513,0
