host_time_s,firmware_timestamp_ms,phase,pinvAlloc.errT,pinvAlloc.errR,pinvAlloc.errP,pinvAlloc.errY,pinvAlloc.objective
2.6068125730089378,10347,settle,0.0,0.0,0.0,0.0,0.0
2.6269336940022185,10367,settle,0.0,0.0,0.0,0.0,0.0
2.647120300011011,10387,settle,0.0,0.0,0.0,0.0,0.0
2.667868439020822,10408,settle,0.0,0.0,0.0,0.0,0.0
2.687886073021218,10428,settle,0.0,0.0,0.0,0.0,0.0
2.708101616008207,10448,settle,0.0,0.0,0.0,0.0,0.0
2.7281345640076324,10468,settle,0.0,0.0,0.0,0.0,0.0
2.7477749030222185,10488,settle,0.0,0.0,0.0,0.0,0.0
2.7681058890011627,10508,settle,0.0,0.0,0.0,0.0,0.0
2.7878978490189184,10528,settle,0.0,0.0,0.0,0.0,0.0
2.807855285005644,10548,settle,0.0,0.0,0.0,0.0,0.0
2.8274546280154027,10567,settle,0.0,0.0,0.0,0.0,0.0
2.847634058998665,10587,settle,0.0,0.0,0.0,0.0,0.0
2.867576356016798,10607,settle,0.0,0.0,0.0,0.0,0.0
2.8874265640042722,10627,settle,0.0,0.0,0.0,0.0,0.0
2.9079164630093146,10648,settle,0.0,0.0,0.0,0.0,0.0
2.9279772530135233,10668,settle,0.0,0.0,0.0,0.0,0.0
2.9474126170098316,10687,settle,0.0,0.0,0.0,0.0,0.0
2.9679946380201727,10708,settle,0.0,0.0,0.0,0.0,0.0
2.9879123130231164,10728,settle,0.0,0.0,0.0,0.0,0.0
3.0079532360250596,10748,settle,0.0,0.0,0.0,0.0,0.0
3.027843171003042,10768,settle,0.0,0.0,0.0,0.0,0.0
3.0468289800046477,10787,settle,0.0,0.0,0.0,0.0,0.0
3.067123854998499,10807,settle,0.0,0.0,0.0,0.0,0.0
3.087204251001822,10827,settle,0.0,0.0,0.0,0.0,0.0
3.1068615770200267,10847,settle,0.0,0.0,0.0,0.0,0.0
3.126779128011549,10867,settle,0.0,0.0,0.0,0.0,0.0
3.1468248669989407,10887,settle,0.0,0.0,0.0,0.0,0.0
3.167570132005494,10907,settle,0.0,0.0,0.0,0.0,0.0
3.1887689889990725,10927,settle,0.0,0.0,0.0,0.0,0.0
3.2074345820001327,10947,settle,0.0,0.0,0.0,0.0,0.0
3.227334636001615,10967,settle,0.0,0.0,0.0,0.0,0.0
3.247389546013437,10987,settle,0.0,0.0,0.0,0.0,0.0
3.26839977002237,11008,settle,0.0,0.0,0.0,0.0,0.0
3.287888742022915,11028,settle,0.0,0.0,0.0,0.0,0.0
3.308367913006805,11048,settle,0.0,0.0,0.0,0.0,0.0
3.3286840960208792,11068,settle,0.0,0.0,0.0,0.0,0.0
3.3477770420140587,11088,settle,0.0,0.0,0.0,0.0,0.0
3.3674968680134043,11107,settle,0.0,0.0,0.0,0.0,0.0
3.386971773026744,11127,settle,0.0,0.0,0.0,0.0,0.0
3.4070393849979155,11147,settle,0.0,0.0,0.0,0.0,0.0
3.427328257006593,11167,settle,0.0,0.0,0.0,0.0,0.0
3.4467679130029865,11187,settle,0.0,0.0,0.0,0.0,0.0
3.466804903000593,11207,settle,0.0,0.0,0.0,0.0,0.0
3.4868916980049107,11227,settle,0.0,0.0,0.0,0.0,0.0
3.5070811700134072,11247,settle,0.0,0.0,0.0,0.0,0.0
3.526794087025337,11267,settle,0.0,0.0,0.0,0.0,0.0
3.546816177025903,11287,settle,0.0,0.0,0.0,0.0,0.0
3.56684355501784,11307,settle,0.0,0.0,0.0,0.0,0.0
3.5871135940251406,11327,settle,0.0,0.0,0.0,0.0,0.0
3.6068118830153253,11347,takeoff,0.0,0.0,0.0,0.0,0.0
3.6268337110232096,11367,takeoff,0.0,0.0,0.0,0.0,0.0
3.6475340489996597,11387,takeoff,0.0,0.0,0.0,0.0,0.0
3.666835809010081,11407,takeoff,0.0,0.0,0.0,0.0,0.0
3.6868774850154296,11427,takeoff,0.0,0.0,0.0,0.0,0.0
3.7068253900215495,11447,takeoff,0.0,0.0,0.0,0.0,0.0
3.7268794260162394,11467,takeoff,0.0,0.0,0.0,0.0,0.0
3.748505459021544,11488,takeoff,0.0,0.0,0.0,0.0,0.0
3.768358722998528,11508,takeoff,0.0,0.0,0.0,0.0,0.0
3.787585094018141,11527,takeoff,0.0,0.0,0.0,0.0,0.0
3.807491112005664,11547,takeoff,0.0,0.0,0.0,0.0,0.0
3.8268074780062307,11567,takeoff,0.0,0.0,0.0,0.0,0.0
3.846812203002628,11587,takeoff,0.0,0.0,0.0,0.0,0.0
3.8673162200138904,11607,takeoff,0.0,0.0,0.0,0.0,0.0
3.8868484280246776,11627,takeoff,0.0,0.0,0.0,0.0,0.0
3.9069882440089714,11647,takeoff,0.0,0.0,0.0,0.0,0.0
3.9269636580138467,11667,takeoff,0.0,0.0,0.0,0.0,0.0
3.9468317440187093,11687,takeoff,0.0,0.0,0.0,0.0,0.0
3.967856216011569,11708,takeoff,0.0,0.0,0.0,0.0,0.0
3.9877878920233343,11728,takeoff,0.0,0.0,0.0,0.0,0.0
4.007954762026202,11748,takeoff,0.0,0.0,0.0,0.0,0.0
4.02817986800801,11768,takeoff,0.0,0.0,0.0,0.0,0.0
4.0478960199980065,11788,takeoff,0.0,0.0,0.0,0.0,0.0
4.067879725014791,11808,takeoff,0.0,0.0,0.0,0.0,0.0
4.087892806011951,11828,takeoff,0.0,0.0,0.0,0.0,0.0
4.1080576370004565,11848,takeoff,0.0,0.0,0.0,0.0,0.0
4.127973946015118,11868,takeoff,0.0,0.0,0.0,0.0,0.0
4.147927444020752,11888,takeoff,0.0,0.0,0.0,0.0,0.0
4.167828075005673,11908,takeoff,0.0,0.0,0.0,0.0,0.0
4.187803987006191,11928,takeoff,0.0,0.0,0.0,0.0,0.0
4.207898817025125,11948,takeoff,0.0,0.0,0.0,0.0,0.0
4.227978264010744,11968,takeoff,0.0,0.0,0.0,0.0,0.0
4.247525695012882,11987,takeoff,0.0,0.0,0.0,0.0,0.0
4.267875835008454,12008,takeoff,0.0,0.0,0.0,0.0,0.0
4.2884681959985755,12028,takeoff,0.0,0.0,0.0,0.0,0.0
4.308212404022925,12048,takeoff,0.0,0.0,0.0,0.0,0.0
4.328730286011705,12068,takeoff,0.0,0.0,0.0,0.0,0.0
4.348077080008807,12088,takeoff,0.0,0.0,0.0,0.0,0.0
4.368470208020881,12108,takeoff,0.0,0.0,0.0,0.0,0.0
4.388433938001981,12128,takeoff,0.0,0.0,0.0,0.0,0.0
4.407982935023028,12148,takeoff,0.0,0.0,0.0,0.0,0.0
4.428105561004486,12168,takeoff,0.0,0.0,0.0,0.0,0.0
4.447894042998087,12188,takeoff,0.0,0.0,0.0,0.0,0.0
4.468039787025191,12208,takeoff,0.0,0.0,0.0,0.0,0.0
4.487787353020394,12228,takeoff,0.0,0.0,0.0,0.0,0.0
4.508009783021407,12248,takeoff,0.0,0.0,0.0,0.0,0.0
4.528133533021901,12268,takeoff,0.0,0.0,0.0,0.0,0.0
4.547877390024951,12288,takeoff,0.0,0.0,0.0,0.0,0.0
4.567864819022361,12308,takeoff,0.0,0.0,0.0,0.0,0.0
4.587887829024112,12328,takeoff,0.0,0.0,0.0,0.0,0.0
4.6079363400058355,12348,takeoff,0.0,0.0,0.0,0.0,0.0
4.627971549023641,12368,takeoff,0.0,0.0,0.0,0.0,0.0
4.647949658014113,12388,takeoff,0.0,0.0,0.0,0.0,0.0
4.667870023025898,12408,takeoff,0.0,0.0,0.0,0.0,0.0
4.687860728998203,12428,takeoff,0.0,0.0,0.0,0.0,0.0
4.708053905022098,12448,takeoff,0.0,0.0,0.0,0.0,0.0
4.727879558020504,12468,takeoff,0.0,0.0,0.0,0.0,0.0
4.747902393020922,12488,takeoff,0.0,0.0,0.0,0.0,0.0
4.767864031018689,12508,takeoff,0.0,0.0,0.0,0.0,0.0
4.7878347580262925,12528,takeoff,0.0,0.0,0.0,0.0,0.0
4.807840956025757,12548,takeoff,0.0,0.0,0.0,0.0,0.0
4.828529750026064,12568,takeoff,0.0,0.0,0.0,0.0,0.0
4.848239259008551,12588,takeoff,0.0,0.0,0.0,0.0,0.0
4.86829205302638,12608,takeoff,0.0,0.0,0.0,0.0,0.0
4.8881799840019085,12628,takeoff,0.0,0.0,0.0,0.0,0.0
4.908082670008298,12648,takeoff,0.0,0.0,0.0,0.0,0.0
4.928784223011462,12668,takeoff,0.0,0.0,0.0,0.0,0.0
4.948182781023206,12688,takeoff,0.0,0.0,0.0,0.0,0.0
4.967902318021515,12708,takeoff,0.0,0.0,0.0,0.0,0.0
4.987852829013718,12728,takeoff,0.0,0.0,0.0,0.0,0.0
5.007925655023428,12748,takeoff,0.0,0.0,0.0,0.0,0.0
5.028004444000544,12768,takeoff,0.0,0.0,0.0,0.0,0.0
5.047824066015892,12788,takeoff,0.0,0.0,0.0,0.0,0.0
5.0678754539985675,12808,takeoff,0.0,0.0,0.0,0.0,0.0
5.087779831024818,12828,takeoff,0.0,0.0,0.0,0.0,0.0
5.107925966003677,12848,takeoff,0.0,0.0,0.0,0.0,0.0
5.128052591026062,12868,takeoff,0.0,0.0,0.0,0.0,0.0
5.147998993023066,12888,takeoff,0.0,0.0,0.0,0.0,0.0
5.167840600013733,12908,takeoff,0.0,0.0,0.0,0.0,0.0
5.186800545023289,12927,takeoff,0.0,0.0,0.0,0.0,0.0
5.208297750999918,12948,takeoff,0.0,0.0,0.0,0.0,0.0
5.228128629998537,12968,takeoff,0.0,0.0,0.0,0.0,0.0
