protocol_id,trial_seed,spawn_x_cmd,spawn_y_cmd,spawn_yaw_deg_cmd,fault_time_cmd,hover_z_cmd,stage1_z_cmd,post_fault_mode,eval_duration_cmd,landing_descent_rate_cmd,t,phase,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,gyro_x_deg_s,gyro_y_deg_s,gyro_z_deg_s,motor_m1,motor_m2,motor_m3,motor_m4,z_cmd,controller,allocator_config,selected_candidate,pinv_w_thrust,pinv_w_roll,pinv_w_pitch,pinv_w_yaw,pinv_lambda,pinv_nom_m1,pinv_nom_m2,pinv_nom_m3,pinv_nom_m4,pinv_alloc_m1,pinv_alloc_m2,pinv_alloc_m3,pinv_alloc_m4,pinv_active_mask,pinv_err_thrust,pinv_err_roll,pinv_err_pitch,pinv_err_yaw,pinv_objective,r1,r2,r3,r4,qp_score,qp_predicted_vz,qp_predicted_drift,qp_predicted_tilt,fault_x,fault_y,fault_z,fault_vx,fault_vy,fault_vz,fault_roll_deg,fault_pitch_deg,fault_max_motor_pwm
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.0462644100189209,arming,-5.31676594271841e-19,3.702974824730783e-20,0.01499925646930933,-3.5885870163505456e-18,-8.639286928770641e-20,7.077607051542145e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.04732322692871094,arming,-5.31676594271841e-19,3.702974824730783e-20,0.01499925646930933,-3.5885870163505456e-18,-8.639286928770641e-20,7.077607051542145e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.04750847816467285,arming,-5.31676594271841e-19,3.702974824730783e-20,0.01499925646930933,-3.5885870163505456e-18,-8.639286928770641e-20,7.077607051542145e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.06620430946350098,arming,-5.165948169583148e-19,3.739282883743033e-20,0.01499925460666418,-3.598614926916526e-18,-8.663428324194972e-20,6.943743073861697e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.06649494171142578,arming,-5.165948169583148e-19,3.739282883743033e-20,0.01499925460666418,-3.598614926916526e-18,-8.663428324194972e-20,6.943743073861697e-07,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.06653618812561035,arming,-5.165948169583148e-19,3.739282883743033e-20,0.01499925460666418,-3.598614926916526e-18,-8.663428324194972e-20,6.943743073861697e-07,0.0,0.0,0.0,0.0,0.0,0.0,37779,37779,37779,37779,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.08455777168273926,arming,-5.381263283030701e-19,3.6874470936695144e-20,0.014999257400631905,-3.595950991753799e-18,-8.657013797038565e-20,7.103822099452373e-07,0.0,0.0,0.0,0.0,0.0,0.0,37779,37779,37779,37779,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,37779,37779,37779,37779,37779,37779,37779,37779,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.08480143547058105,arming,-5.381263283030701e-19,3.6874470936695144e-20,0.014999257400631905,-3.595950991753799e-18,-8.657013797038565e-20,7.103822099452373e-07,0.0,0.0,0.0,0.0,0.0,0.0,37779,37779,37779,37779,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,37779,37779,37779,37779,37779,37779,37779,37779,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.08484101295471191,arming,-5.381263283030701e-19,3.6874470936695144e-20,0.014999257400631905,-3.595950991753799e-18,-8.657013797038565e-20,7.103822099452373e-07,0.0,0.0,0.0,0.0,0.0,0.0,37809,37809,37809,37809,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,37779,37779,37779,37779,37779,37779,37779,37779,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
pinv_deterministic_v2,11049601,0.0,0.0,0.0,10.0,0.7,0.301,adaptive_ramp_v1,18.0,0.08,0.10628128051757812,arming,-5.132745139795269e-19,9.205663956534235e-20,0.015002859756350517,-3.550954847972752e-18,1.68211507336177e-19,0.00017699709860607982,0.0,0.0,0.0,0.0,0.0,0.0,37809,37809,37809,37809,0.05,pinv,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,none,1.0,1.0,1.0,0.2,1e-06,37809,37809,37809,37809,37809,37809,37809,37809,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,
