motor,safe_rate_cem_minus_qplite,mean_vz_qplite_minus_cem,mean_drift_qplite_minus_cem,mean_tilt_qplite_minus_cem,mean_angrate_qplite_minus_cem
1,0.8666666666666667,0.030177065730094932,-0.04594362272168706,-0.028098181138435985,0.006197196592702826
3,0.06666666666666665,0.008737403154373158,-0.02395426214823082,-0.008313410480817157,0.0023174418428475937
4,0.8,0.02159387369950616,-0.05970724759243373,0.03581731778879961,0.004993782631188853
