motor,controller,n,safe_count,safe_rate,mean_vz,std_vz,median_vz,min_vz,max_vz,mean_hspeed,max_hspeed,mean_tilt,max_tilt,mean_angrate,max_angrate,mean_drift,max_drift
1,cem,30,30,1.0,0.33452130754788717,0.007942948957422912,0.33439427614212036,0.316166341304779,0.3473283350467682,0.019941715218738144,0.0263752857591878,0.1689612656831741,0.2190496325492859,0.023177303169658863,0.02600632119732,0.3029488619842035,0.3438044586172976
1,qplite,30,6,0.2,0.3291066731074048,0.112013906094589,0.3668134063482284,0.0,0.3916913866996765,0.016134467672243195,0.0232258535069178,0.12780062258243557,0.197062000632286,0.026597432568115427,0.0320366551244148,0.23424081946397474,0.3061274287992645
3,cem,30,30,1.0,0.3047248573372296,0.08325652283360861,0.3279114067554474,0.0005219430313445,0.3392336666584015,0.022778075965444202,0.0311005090002683,0.16399455443024633,0.280963122844696,0.020759843697456284,0.0253352950208695,0.305616275915957,0.3614857637398011
3,qplite,30,28,0.9333333333333333,0.32350860599641845,0.06279490595238704,0.3379233777523041,0.0002330732240807,0.3557643294334411,0.0239638406994613,0.0359183678510443,0.16458557471632954,0.3040298521518707,0.02371841054966985,0.0271468382288387,0.29433687043452644,0.3430061654192926
4,cem,30,29,0.9666666666666667,0.3390352616707484,0.006998526830698677,0.34000974893569946,0.3236320316791534,0.3515090644359588,0.01998056627930418,0.0211563752998535,0.06934156107405817,0.1722041666507721,0.019450774025729454,0.0208815029161116,0.32293891036985567,0.3660256550500671
4,qplite,30,5,0.16666666666666666,0.36062913537025454,0.011614220361539586,0.35974496603012085,0.3288471102714538,0.385642796754837,0.012976847965608383,0.020013373318968,0.10515887886285778,0.2004521042108535,0.024444556656918307,0.0261428520032244,0.26323166277742194,0.3308577090121998
