strength,n,safe_count,unsafe_count,safe_rate,safe_rate_wilson95_lower,safe_rate_wilson95_upper,mean_vertical_speed_mps,median_vertical_speed_mps,q90_vertical_speed_mps,q95_vertical_speed_mps,max_vertical_speed_mps,vertical_failure_count,other_failure_count
12000,30,24,6,0.8,0.6269430358685175,0.9049489282271013,0.3434079428513845,0.343527689576149,0.3558935225009918,0.35766473412513733,0.3617880940437317,6,0
13000,30,26,4,0.8666666666666667,0.703186733179637,0.9469034451594526,0.33777307669321693,0.33916303515434265,0.3501819670200348,0.35241571068763733,0.3598649203777313,4,0
14000,30,28,2,0.9333333333333333,0.7867654163738308,0.9815229762087295,0.3407593091328939,0.34032443165779114,0.3480874001979828,0.35361307859420776,0.35419371724128723,2,0
15000,30,23,7,0.7666666666666667,0.5907167384187784,0.8820761185551049,0.34795845647652945,0.3478608876466751,0.3552446663379669,0.3626706302165985,0.36440426111221313,7,0
