configuration,motor,trial_seed,source_csv,rows,actual_fault_t,fault_z,fault_vz,contact_found,contact_t,fault_to_contact_s,safe_touchdown,vertical_speed_mps,vertical_speed_margin_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,roll_pitch_ok,angular_rate_ok,drift_ok
qplite,1,14980028,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980028.csv,4168,9.832236766815186,0.7068030834197998,-0.0040378752164542675,True,12.53223443031311,2.699997663497925,False,0.3692132532596588,-0.019213253259658836,0.01994880846148362,0.15902473032474518,0.02942495896969261,0.26372115535073926,False,True,True,True,True
qplite,1,14980029,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980029.csv,4222,10.187708616256714,0.7103874087333679,-0.0036469902843236923,True,12.888656377792358,2.7009477615356445,False,0.37153035402297974,-0.02153035402297976,0.01957776535596029,0.1440652310848236,0.029191912461814212,0.22660807801895796,False,True,True,True,True
qplite,1,14980030,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980030.csv,4183,9.92732048034668,0.7095158696174622,-0.0038625772576779127,True,12.68958067893982,2.7622601985931396,False,0.35947921872138977,-0.009479218721389793,0.019737360607021925,0.19257739186286926,0.028601192472923653,0.23959375458889628,False,True,True,True,True
qplite,2,24980001,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980001.csv,4188,9.964204788208008,0.7221162915229797,-0.0038004047237336636,True,14.424174547195435,4.459969758987427,True,0.3323836922645569,0.017616307735443093,0.018240243869532963,0.2528960406780243,0.01610693202577029,0.42359941792791134,True,True,True,True,True
qplite,2,24980002,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980002.csv,4227,10.253652095794678,0.7109039425849915,-0.003776782425120473,True,13.974741220474243,3.7210891246795654,False,0.3694751262664795,-0.019475126266479514,0.017418894345262028,0.038090866059064865,0.01955589601793178,0.32472312085482524,False,True,True,True,True
qplite,2,24980003,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980003.csv,4173,9.884583473205566,0.695055365562439,-0.0040038032457232475,True,13.767626523971558,3.883043050765991,True,0.3441353738307953,0.00586462616920469,0.016453009793807257,0.1273471862077713,0.0192316661864906,0.31716771773860825,True,True,True,True,True
qplite,2,24980004,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980004.csv,4206,10.111844778060913,0.7099619507789612,-0.0035652341321110725,True,14.01291799545288,3.9010732173919678,True,0.34872308373451233,0.0012769162654876487,0.016553741809369506,0.12920379638671875,0.01851231947926735,0.32070908575257184,True,True,True,True,True
qplite,2,24980005,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980005.csv,4161,9.7876718044281,0.6989627480506897,-0.004044023808091879,True,13.507463693618774,3.719791889190674,False,0.35940104722976685,-0.009401047229766868,0.017537267354369192,0.04542313143610954,0.02065191189334014,0.30633655993749137,False,True,True,True,True
qplite,2,24980006,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980006.csv,4230,10.254300832748413,0.7088057994842529,-0.0036060088314116,True,14.074405908584595,3.8201050758361816,False,0.363311767578125,-0.013311767578125022,0.017438350804223676,0.08915974944829941,0.019439284099443316,0.30029691062714725,False,True,True,True,True
qplite,2,24980007,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980007.csv,4194,10.005537748336792,0.7207818031311035,-0.0037939667236059904,True,13.905264139175415,3.899726390838623,False,0.3613312244415283,-0.011331224441528343,0.01610178628087275,0.08803582936525345,0.018524766836898063,0.3129910549555358,False,True,True,True,True
qplite,2,24980008,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980008.csv,4197,10.02560305595398,0.7110822200775146,-0.0037257359363138676,True,14.02468729019165,3.999084234237671,True,0.34644415974617004,0.003555840253829934,0.01562750534260037,0.14504355192184448,0.018314479834922525,0.31565868873860664,True,True,True,True,True
qplite,2,24980009,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980009.csv,4164,9.806524991989136,0.7270128726959229,-0.003961786162108183,True,13.786448001861572,3.9799230098724365,False,0.3556000292301178,-0.00560002923011782,0.014259492568997705,0.10174369066953659,0.01951955089525505,0.3349855765983584,False,True,True,True,True
qplite,2,24980010,logs/qp_event_allocator_m2_eta0p496_seededfine_qplite_m2_eta0p496_seed24980010.csv,4200,10.042668581008911,0.7298036217689514,-0.003745823632925749,True,13.863875150680542,3.821206569671631,False,0.3742046356201172,-0.02420463562011721,0.017410204245936874,0.07629556208848953,0.020490444889684552,0.3291223045724917,False,True,True,True,True
