motor,quadrant,n,mean_pinv_vz,min_pinv_vz,max_pinv_vz,mean_qplite_vz,min_qplite_vz,max_qplite_vz,mean_delta_pinv_minus_qplite
1,both_safe,4,0.34189020097255707,0.3394726514816284,0.3463016748428345,0.34157880395650864,0.3296506702899933,0.3458089530467987,0.0003113970160484314
1,pinv_only_safe,22,0.3435952216386795,0.3335161805152893,0.34912508726119995,0.3682985468344255,0.3576984107494354,0.3916913866996765,-0.024703325195745987
1,both_unsafe,4,0.3534640669822693,0.3501449525356293,0.35636281967163086,0.3680169880390167,0.3597642779350281,0.37698978185653687,-0.014552921056747437
3,both_safe,17,0.26879554636338177,0.2429502308368683,0.34758999943733215,0.33654337770798626,0.31844496726989746,0.3492119312286377,-0.06774783134460449
3,pinv_only_safe,2,0.2508630156517029,0.24665102362632751,0.25507500767707825,0.3544701188802719,0.35317590832710266,0.35576432943344116,-0.10360710322856903
3,qplite_only_safe,11,0.3574313521385193,0.35095030069351196,0.368940144777298,0.3279442245310003,0.2955203950405121,0.3492773473262787,0.029487127607518978
4,qplite_only_safe,5,0.36985255479812623,0.3637312054634094,0.37624022364616394,0.34314841628074644,0.32884711027145386,0.3478580713272095,0.02670413851737976
4,both_unsafe,25,0.3764611279964447,0.362041175365448,0.38803911209106445,0.3641252791881561,0.3502519130706787,0.38564279675483704,0.012335848808288575
