motor,trial_seed,source_csv,rows,actual_fault_t,fault_z,fault_vz,contact_found,contact_t,fault_to_contact_s,contact_phase,safe_touchdown,vertical_speed_mps,vertical_speed_margin_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,roll_pitch_ok,angular_rate_ok,drift_ok
1,14980011,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980011.csv,4192,9.988409042358398,0.7228397130966187,-0.0038076878990978003,True,12.72946286201477,2.741053819656372,adaptive_brake,False,0.3720746636390686,-0.022074663639068626,0.018597424316187643,0.168691024184227,0.030408753774147784,0.27662945668467825,False,True,True,True,True
1,14980012,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980012.csv,4192,10.00717544555664,0.729261577129364,-0.003839547513052821,True,12.789173603057861,2.7819981575012207,adaptive_brake,False,0.36693501472473145,-0.016935014724731468,0.01411258911143557,0.0714610144495964,0.02876570863153679,0.24458133534783977,False,True,True,True,True
1,14980013,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980013.csv,4159,9.767246007919312,0.7295496463775635,-0.003960329573601484,True,12.48618459701538,2.7189385890960693,adaptive_brake,False,0.37518906593322754,-0.02518906593322756,0.017379542946947348,0.11807260662317276,0.029813940528429443,0.25130257555950225,False,True,True,True,True
1,14980014,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980014.csv,4177,9.88874101638794,0.7026395797729492,-0.003913858439773321,True,12.56864333152771,2.6799023151397705,adaptive_brake,False,0.36786088347435,-0.017860883474349998,0.01906830365830239,0.12925201654434204,0.029875214361902068,0.25876178585769805,False,True,True,True,True
1,14980015,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980015.csv,4168,9.848853588104248,0.7089332342147827,-0.003920890390872955,True,12.651978731155396,2.8031251430511475,adaptive_brake,True,0.3455585837364197,0.0044414162635803,0.0074405659570249616,0.09261947125196457,0.028805394724391684,0.21092202300245147,True,True,True,True,True
1,14980016,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980016.csv,4207,10.087995290756226,0.7113291621208191,-0.003656954038888216,True,12.807019472122192,2.719024181365967,adaptive_brake,False,0.3576984107494354,-0.007698410749435447,0.01755666142550753,0.12144867330789566,0.02959192834256721,0.2608448368139931,False,True,True,True,True
1,14980017,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980017.csv,4174,9.865964651107788,0.7229441404342651,-0.004285868257284164,True,12.605973720550537,2.740009069442749,adaptive_brake,False,0.36706945300102234,-0.01706945300102236,0.018913152556784413,0.1720564216375351,0.02937451430894419,0.2832456059982082,False,True,True,True,True
1,14980018,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980018.csv,4213,10.150128841400146,0.6950127482414246,-0.003775242017582059,True,12.810200691223145,2.660071849822998,adaptive_brake,False,0.36669179797172546,-0.016691797971725486,0.020942611570665882,0.15372198820114136,0.031117180594100857,0.27790235272348096,False,True,True,True,True
1,14980019,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980019.csv,4204,10.084740161895752,0.7057395577430725,-0.003594722133129835,True,12.766780138015747,2.682039976119995,adaptive_brake,False,0.36166542768478394,-0.011665427684783958,0.021472377719148863,0.18476945161819458,0.031282687579833726,0.25489903608158654,False,True,True,True,True
1,14980020,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980020.csv,4222,10.185684442520142,0.7170576453208923,-0.003942680545151234,True,12.924476385116577,2.7387919425964355,adaptive_brake,False,0.37092727422714233,-0.020927274227142356,0.01751628401854705,0.13630987703800201,0.03052312569291414,0.22245813493520533,False,True,True,True,True
1,14980021,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980021.csv,4231,10.245627164840698,0.7296019196510315,-0.003984611947089434,True,12.9846351146698,2.7390079498291016,adaptive_brake,False,0.3774292767047882,-0.02742927670478823,0.018372512935757833,0.1631581336259842,0.029261708131840466,0.2576960990937841,False,True,True,True,True
1,14980022,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980022.csv,4210,10.127326011657715,0.7143792510032654,-0.003914376720786095,True,12.869306087493896,2.7419800758361816,adaptive_brake,False,0.3665686845779419,-0.016568684577941917,0.0166844239802721,0.12070870399475098,0.029594723663523975,0.27805482862200803,False,True,True,True,True
1,14980023,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980023.csv,4177,9.884341955184937,0.7208976745605469,-0.004179311450570822,True,12.644333124160767,2.75999116897583,adaptive_brake,False,0.36874520778656006,-0.01874520778656008,0.01695833264038395,0.13271673023700714,0.02868033464942614,0.2440876497030275,False,True,True,True,True
1,14980024,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980024.csv,4204,10.087315082550049,0.6940528750419617,-0.0034714117646217346,True,12.808181047439575,2.7208659648895264,adaptive_brake,True,0.3458089530467987,0.004191046953201272,0.020574328101831064,0.19006237387657166,0.02907791287639367,0.3061274287992646,True,True,True,True,True
1,14980025,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980025.csv,4225,10.229307651519775,0.7092301845550537,-0.0034935951698571444,True,12.949239253997803,2.7199316024780273,adaptive_brake,False,0.36927908658981323,-0.019279086589813255,0.016777653856466578,0.09660829603672028,0.02961009268482555,0.25393398823141383,False,True,True,True,True
1,14980026,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980026.csv,4222,10.20679783821106,0.7021118998527527,-0.0033334922045469284,True,12.992903470993042,2.7861056327819824,adaptive_brake,True,0.3452970087528229,0.004702991247177102,0.016743339069722224,0.160158172249794,0.027034429675118384,0.23789971712574673,True,True,True,True,True
1,14980027,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980027.csv,4180,9.927595376968384,0.6990594267845154,-0.0037792231887578964,True,12.588634014129639,2.661038637161255,adaptive_brake,False,0.37456175684928894,-0.024561756849288963,0.02033507250821637,0.13482634723186493,0.03027101487452959,0.27097167183152016,False,True,True,True,True
1,14980028,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980028.csv,4168,9.832236766815186,0.7068030834197998,-0.0040378752164542675,True,12.53223443031311,2.699997663497925,adaptive_brake,False,0.3692132532596588,-0.019213253259658836,0.01994880846148362,0.15902473032474518,0.02942495896969261,0.26372115535073926,False,True,True,True,True
1,14980029,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980029.csv,4222,10.187708616256714,0.7103874087333679,-0.0036469902843236923,True,12.888656377792358,2.7009477615356445,adaptive_brake,False,0.37153035402297974,-0.02153035402297976,0.01957776535596029,0.1440652310848236,0.029191912461814212,0.22660807801895796,False,True,True,True,True
1,14980030,logs/qp_event_allocator_m1_eta0p496_seededfine_qplite_m1_eta0p496_seed14980030.csv,4183,9.92732048034668,0.7095158696174622,-0.0038625772576779127,True,12.68958067893982,2.7622601985931396,adaptive_brake,False,0.35947921872138977,-0.009479218721389793,0.019737360607021925,0.19257739186286926,0.028601192472923653,0.23959375458889628,False,True,True,True,True
3,34980001,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980001.csv,4222,10.184131622314453,0.70224529504776,-0.003687238786369562,True,13.145013570785522,2.9608819484710693,adaptive_brake,True,0.3229856491088867,0.02701435089111326,0.02497999458405749,0.2103695422410965,0.022964845911448276,0.3201133327446594,True,True,True,True,True
3,34980002,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980002.csv,4198,10.026915550231934,0.722061038017273,-0.003748726798221469,True,12.948995351791382,2.9220798015594482,adaptive_brake,True,0.34522274136543274,0.0047772586345672385,0.02449821987607121,0.14574109017848969,0.025065112140594085,0.30408369450515266,True,True,True,True,True
3,34980003,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980003.csv,4180,9.909840822219849,0.7307254076004028,-0.003910491243004799,True,12.829808473587036,2.9199676513671875,adaptive_brake,False,0.35576432943344116,-0.005764329433441184,0.02383672301887452,0.11791181564331055,0.02641351304812859,0.294462456601269,False,True,True,True,True
3,34980004,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980004.csv,4162,9.785852909088135,0.7128085494041443,-0.003865594509989023,True,12.604897260665894,2.819044351577759,adaptive_brake,False,0.35317590832710266,-0.0031759083271026833,0.027525964831751022,0.14508852362632751,0.027146838228838753,0.28610300570976677,False,True,True,True,True
3,34980005,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980005.csv,4159,9.763733625411987,0.7217194437980652,-0.004057988058775663,True,12.68375539779663,2.9200217723846436,adaptive_brake,True,0.3481338322162628,0.0018661677837371604,0.023532936433245027,0.1268162876367569,0.024993736947805444,0.3119522064772194,True,True,True,True,True
3,34980006,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980006.csv,4207,10.084918975830078,0.7045347094535828,-0.003973743412643671,True,13.008979082107544,2.924060106277466,adaptive_brake,True,0.3282420337200165,0.0217579662799835,0.024499009101298583,0.16865307092666626,0.023143457316073666,0.3047535745572712,True,True,True,True,True
3,34980007,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980007.csv,4216,10.163683414459229,0.7054265737533569,-0.0035593819338828325,True,13.065629720687866,2.9019463062286377,adaptive_brake,True,0.3378934860229492,0.012106513977050759,0.023714187973310177,0.10742517560720444,0.023818860109142134,0.295449073044956,True,True,True,True,True
3,34980008,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980008.csv,4177,9.885027408599854,0.7255736589431763,-0.004055412020534277,True,12.804722785949707,2.9196953773498535,adaptive_brake,True,0.3430355489253998,0.0069644510746001975,0.0250244146178376,0.15394556522369385,0.025398774957425582,0.32695524245028773,True,True,True,True,True
3,34980009,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980009.csv,4192,10.003616094589233,0.7245329022407532,-0.003908845596015453,True,12.986898183822632,2.9832820892333984,adaptive_brake,True,0.3338349461555481,0.016165053844451882,0.023207947521006266,0.2008456587791443,0.022191636271257913,0.3139939872275891,True,True,True,True,True
3,34980010,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980010.csv,4231,10.24426531791687,0.71961909532547,-0.0034579182974994183,True,13.246630668640137,3.0023653507232666,adaptive_brake,True,0.33185726404190063,0.018142735958099343,0.02168682017017272,0.18367816507816315,0.022672771281537576,0.3321813727369281,True,True,True,True,True
3,34980011,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980011.csv,4168,9.847602367401123,0.7338653206825256,-0.003993210848420858,True,12.827621459960938,2.9800190925598145,adaptive_brake,True,0.3476828932762146,0.002317106723785378,0.02253313019392369,0.16381292045116425,0.02393357092055369,0.29650251916917053,True,True,True,True,True
3,34980012,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980012.csv,4162,9.783411264419556,0.6967154145240784,-0.003628247883170843,True,12.684212684631348,2.900801420211792,adaptive_brake,True,0.33253902196884155,0.017460978031158425,0.024798038651975277,0.1409231275320053,0.02477391176982042,0.2890455661025948,True,True,True,True,True
3,34980013,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980013.csv,4165,9.821436405181885,0.7152335047721863,-0.004053390119224787,True,12.72849178314209,2.907055377960205,adaptive_brake,True,0.3492119312286377,0.0007880687713622825,0.025395105330274923,0.13875338435173035,0.025167432685190325,0.2687600100071588,True,True,True,True,True
3,34980014,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980014.csv,4210,10.105342149734497,0.7004994750022888,-0.0036659312900155783,True,13.006381750106812,2.9010396003723145,adaptive_brake,True,0.3225686848163605,0.027431315183639504,0.027042587642506055,0.20802532136440277,0.025727802162416737,0.3193185847302351,True,True,True,True,True
3,34980015,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980015.csv,4174,9.869873762130737,0.7177865505218506,-0.004079349804669619,True,12.770718812942505,2.9008450508117676,adaptive_brake,True,0.3419913053512573,0.008008694648742654,0.02383382885977469,0.11705753952264786,0.025598078112188772,0.2855139803366709,True,True,True,True,True
3,34980016,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980016.csv,4171,9.853293895721436,0.7259944677352905,-0.004297318402677774,True,12.793360233306885,2.940066337585449,adaptive_brake,True,0.3417852222919464,0.008214777708053567,0.02280200035878783,0.14435963332653046,0.02444286207860453,0.31254539035439016,True,True,True,True,True
3,34980017,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980017.csv,4168,9.82335090637207,0.7196649312973022,-0.0039410642348229885,True,12.783188819885254,2.9598379135131836,adaptive_brake,True,0.340008944272995,0.009991055727004983,0.024770915202815165,0.1846628338098526,0.023352883127544927,0.31165370087860894,True,True,True,True,True
3,34980018,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980018.csv,4168,9.824786901473999,0.7034520506858826,-0.003884275211021304,True,12.784402847290039,2.95961594581604,adaptive_brake,True,0.31844496726989746,0.03155503273010252,0.02729941858739918,0.2659672796726227,0.025216416959217093,0.3223576387811704,True,True,True,True,True
3,34980019,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980019.csv,4159,9.765745878219604,0.7083756327629089,-0.003929393831640482,True,12.726173162460327,2.9604272842407227,adaptive_brake,True,0.3328252136707306,0.017174786329269387,0.024370981842318562,0.1927119344472885,0.024392649922510248,0.3082256814424009,True,True,True,True,True
3,34980020,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980020.csv,4177,9.884044885635376,0.6936038136482239,-0.003784904256463051,True,12.844089269638062,2.9600443840026855,adaptive_brake,True,0.3136215806007385,0.03637841939926145,0.023530979338600082,0.20683006942272186,0.024240691100024334,0.2832219836682888,True,True,True,True,True
3,34980021,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980021.csv,4156,9.775559425354004,0.7075945734977722,-0.0026400259230285883,True,12.675719738006592,2.900160312652588,adaptive_brake,True,0.3426145613193512,0.0073854386806487815,0.024390694049069645,0.09989488869905472,0.024439051306871476,0.3148035522563534,True,True,True,True,True
3,34980022,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980022.csv,4222,10.212198972702026,0.7077208757400513,-0.003447186201810837,True,13.255156517028809,3.0429575443267822,adaptive_brake,True,0.3119535446166992,0.03804645538330076,0.024066240467175017,0.2714530825614929,0.021960987027318853,0.3036500189318033,True,True,True,True,True
3,34980023,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980023.csv,4159,9.77368950843811,0.7115189433097839,-0.0041960179805755615,True,12.872617483139038,3.0989279747009277,adaptive_brake,True,0.2955203950405121,0.05447960495948789,0.014890315087225717,0.19318050146102905,0.02246931568215374,0.2829939116994934,True,True,True,True,True
3,34980024,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980024.csv,4177,9.905068635940552,0.6940033435821533,-0.0035816265735775232,True,12.763906002044678,2.858837366104126,adaptive_brake,True,0.3359645903110504,0.014035409688949563,0.027443826652532994,0.1627441942691803,0.025356384367810035,0.2811107261169394,True,True,True,True,True
3,34980025,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980025.csv,4180,9.922883033752441,0.7038792967796326,-0.003724177135154605,True,12.804812908172607,2.881929874420166,adaptive_brake,True,0.3353317379951477,0.014668262004852273,0.02663323104559373,0.15359926223754883,0.025349260392543146,0.28498025657380954,True,True,True,True,True
3,34980026,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980026.csv,4078,9.88685655593872,0.7318099737167358,-0.0040774159133434296,True,13.214035034179688,3.327178478240967,adaptive_brake,True,0.30237165093421936,0.04762834906578062,0.03591836785104447,0.3040298521518707,0.024530592249722434,0.3430061654192927,True,True,True,True,True
3,34980027,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980027.csv,4168,9.841981410980225,0.7101727724075317,-0.003924740012735128,True,12.702002048492432,2.860020637512207,adaptive_brake,True,0.3492773473262787,0.0007226526737212913,0.025641846797966238,0.1325666904449463,0.026665422020377937,0.31376215778493166,True,True,True,True,True
3,34980028,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980028.csv,4174,9.884520530700684,0.705644965171814,-0.0037232416216284037,True,12.727779865264893,2.843259334564209,adaptive_brake,True,0.34505710005760193,0.004942899942398049,0.027028944392323975,0.1516476273536682,0.025648398722346047,0.3105945081139539,True,True,True,True,True
3,34980029,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980029.csv,4222,10.185498237609863,0.7220093011856079,-0.0036444051656872034,True,13.147464990615845,2.9619667530059814,adaptive_brake,True,0.3406944274902344,0.009305572509765603,0.022182270915745223,0.1593407392501831,0.024547520054597403,0.29058476643514286,True,True,True,True,True
3,34980030,logs/qp_event_allocator_m3_eta0p496_seededfine_qplite_m3_eta0p496_seed34980030.csv,4201,10.044543743133545,0.6941536068916321,-0.003796552773565054,True,12.86451268196106,2.8199689388275146,adaptive_brake,True,0.33795326948165894,0.012046730518341042,0.026634317667878767,0.12645459175109863,0.024703451385853385,0.2917232553030674,True,True,True,True,True
4,44980001,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980001.csv,4162,9.807252645492554,0.734607458114624,-0.003966498654335737,True,12.927253007888794,3.1200003623962402,adaptive_brake,False,0.36884570121765137,-0.01884570121765139,0.012428833442769821,0.11257702857255936,0.023877310835182883,0.23252752644298705,False,True,True,True,True
4,44980002,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980002.csv,4210,10.129177331924438,0.6970874071121216,-0.00369750102981925,True,13.169228553771973,3.040051221847534,adaptive_brake,False,0.3556917905807495,-0.005691790580749534,0.011056029308383827,0.10040652006864548,0.024050485529199653,0.21345934460086372,False,True,True,True,True
4,44980003,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980003.csv,4189,9.971019506454468,0.7142606377601624,-0.0039021442644298077,True,12.990989923477173,3.019970417022705,adaptive_brake,False,0.38564279675483704,-0.03564279675483706,0.01330271232348196,0.025956816971302032,0.024800057115870702,0.2549451833948239,False,True,True,True,True
4,44980004,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980004.csv,4207,10.089197874069214,0.7051069140434265,-0.003605114296078682,True,13.21021556854248,3.1210176944732666,adaptive_brake,False,0.35723790526390076,-0.007237905263900779,0.012554456809416617,0.11938415467739105,0.023595181499190213,0.2635052015266178,False,True,True,True,True
4,44980005,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980005.csv,4176,9.888848304748535,0.7257894277572632,-0.0040076966397464275,True,12.988858461380005,3.1000101566314697,adaptive_brake,False,0.364715039730072,-0.014715039730072044,0.011464429234194135,0.08891042321920395,0.024826415722050906,0.2699894502998209,False,True,True,True,True
4,44980006,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980006.csv,4213,10.130470991134644,0.7294845581054688,-0.003772629192098975,True,13.22947096824646,3.0989999771118164,adaptive_brake,False,0.38024261593818665,-0.030242615938186668,0.012922047789464356,0.04676614701747894,0.024868842154104627,0.24976995917894174,False,True,True,True,True
4,44980007,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980007.csv,4210,10.10831332206726,0.7225317358970642,-0.004078052472323179,True,13.148210525512695,3.0398972034454346,adaptive_brake,False,0.37075015902519226,-0.020750159025192283,0.01192826718639153,0.10634858906269073,0.02614285200322446,0.276372590867774,False,True,True,True,True
4,44980008,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980008.csv,4167,9.955745697021484,0.7107928991317749,-0.004064000211656094,True,12.976927280426025,3.021181583404541,adaptive_brake,False,0.36841344833374023,-0.018413448333740257,0.012110138032182725,0.10287823528051376,0.025776405716077453,0.2135971929876896,False,True,True,True,True
4,44980009,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980009.csv,4231,10.246479511260986,0.7120442390441895,-0.003762433771044016,True,13.348392248153687,3.1019127368927,adaptive_brake,False,0.36450910568237305,-0.014509105682373069,0.012846494630856669,0.10526959598064423,0.024608233261190483,0.30093546941501675,False,True,True,True,True
4,44980010,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980010.csv,4168,9.825804233551025,0.724005401134491,-0.004247805569320917,True,12.964622497558594,3.1388182640075684,adaptive_brake,False,0.3589378893375397,-0.008937889337539695,0.012984463808171597,0.10947111994028091,0.023617217571127253,0.27896905945757117,False,True,True,True,True
4,44980011,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980011.csv,4222,10.187558889389038,0.7271104454994202,-0.003660249523818493,True,13.266531467437744,3.078972578048706,adaptive_brake,False,0.37355244159698486,-0.023552441596984885,0.012772070877464316,0.0798269584774971,0.02464664148789101,0.2691611531048015,False,True,True,True,True
4,44980012,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980012.csv,4168,9.825676679611206,0.7334354519844055,-0.004029145929962397,True,12.965282678604126,3.13960599899292,adaptive_brake,False,0.3670591115951538,-0.01705911159515383,0.012824377317215925,0.0918063297867775,0.02257692530057247,0.2422636958377031,False,True,True,True,True
4,44980013,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980013.csv,4228,10.226839780807495,0.7020814418792725,-0.0035775115247815847,True,13.266816139221191,3.0399763584136963,adaptive_brake,False,0.3584761917591095,-0.00847619175910952,0.012730231247952481,0.11948277801275253,0.024906284844742888,0.2437202559488574,False,True,True,True,True
4,44980014,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980014.csv,4162,9.784029483795166,0.732896625995636,-0.0040625412948429585,True,12.945051431655884,3.1610219478607178,adaptive_brake,False,0.360552042722702,-0.010552042722702049,0.012057893938764441,0.10004716366529465,0.024456597783951102,0.28187313932039715,False,True,True,True,True
4,44980015,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980015.csv,4180,9.905332326889038,0.7297760248184204,-0.003913657274097204,True,13.045024394989014,3.1396920680999756,adaptive_brake,False,0.37260955572128296,-0.02260955572128298,0.012334852637040566,0.0762416273355484,0.02466273378298185,0.26027141118674324,False,True,True,True,True
4,44980016,logs/qp_event_allocator_m4_eta0p496_seededfine_qplite_m4_eta0p496_seed44980016.csv,4213,10.126450538635254,0.7116228342056274,-0.0036270159762352705,True,13.506908416748047,3.380457878112793,adaptive_brake,True,0.32884711027145386,0.02115288972854612,0.02001337331896806,0.20045210421085358,0.02177411595632031,0.33085770901219996,True,True,True,True,True
