round,condition_index,condition_id,parameter,factor,bracket_low,bracket_high,controller,motor,eta,rep,trial_seed,protocol_id,ofat_protocol_id
2,1,mass_minus10,mass,0.90,0.425000,0.450000,pinv,2,0.437500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,1,mass_minus10,mass,0.90,0.425000,0.450000,pinv,2,0.437500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,1,mass_minus10,mass,0.90,0.425000,0.450000,pinv,2,0.437500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,1,mass_minus10,mass,0.90,0.425000,0.450000,pinv,2,0.437500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,1,mass_minus10,mass,0.90,0.425000,0.450000,pinv,2,0.437500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,2,mass_plus10,mass,1.10,0.525000,0.550000,pinv,2,0.537500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,2,mass_plus10,mass,1.10,0.525000,0.550000,pinv,2,0.537500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,2,mass_plus10,mass,1.10,0.525000,0.550000,pinv,2,0.537500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,2,mass_plus10,mass,1.10,0.525000,0.550000,pinv,2,0.537500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,2,mass_plus10,mass,1.10,0.525000,0.550000,pinv,2,0.537500,5,63200005,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.550000,0.575000,pinv,2,0.562500,1,63200001,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.550000,0.575000,pinv,2,0.562500,2,63200002,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.550000,0.575000,pinv,2,0.562500,3,63200003,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
2,3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.550000,0.575000,pinv,2,0.562500,4,63200004,seeded_ic_v1,crazyflie_ofat_pinv_bisection_v1
