protocol_id,ic_protocol,controller,internal_controller,motor,eta,trial_seed,source_csv,row_count,allocator_config,selected_candidate,r1,r2,r3,r4,fault_z,fault_vz,valid_prefault,contact_found,contact_t,contact_phase,vertical_speed_mps,horizontal_speed_mps,max_tilt_deg,max_angular_rate_radps,max_horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,tilt_ok,angular_rate_ok,drift_ok,safe_touchdown,_summary_path
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100001,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100001.csv,4158,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7080920934677124,-0.0038911413867026567,True,True,14.565394639968872,adaptive_brake,0.36242246627807617,0.008366794095921644,0.1359698474407196,0.33666084690251286,0.021261248222325425,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100001_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100002,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100002.csv,4230,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7261905670166016,-0.004012133926153183,True,True,15.07049012184143,adaptive_brake,0.374090313911438,0.008585367069064145,0.11431189626455307,0.34380102764903686,0.020881392267688058,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100002_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100003,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100003.csv,4212,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7183488607406616,-0.0038938638754189014,True,True,14.96398377418518,adaptive_brake,0.36898064613342285,0.008370105865645202,0.12185673415660858,0.3388753992752586,0.019851253428538596,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100003_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100004,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100004.csv,4209,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7114218473434448,-0.0038770432583987713,True,True,14.903578996658325,adaptive_brake,0.36806347966194153,0.008143761790061608,0.13184364140033722,0.3377209442104152,0.022479167088834497,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100004_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100005,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100005.csv,4200,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7276940941810608,-0.0038377882447093725,True,True,14.929414510726929,adaptive_brake,0.36860039830207825,0.007931612283836478,0.13301628828048706,0.3334415176598141,0.023634440761156842,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100005_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100006,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100006.csv,4194,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7225744128227234,-0.0037882898468524218,True,True,14.84421682357788,adaptive_brake,0.3675198554992676,0.0077789980984916225,0.1481950432062149,0.33454205749988086,0.022667869155692782,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100006_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100007,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100007.csv,4176,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7228927612304688,-0.003860857104882598,True,True,14.765879154205322,adaptive_brake,0.36733120679855347,0.008631273174493524,0.1220339983701706,0.33663844302937956,0.020534164975476565,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100007_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100008,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100008.csv,4167,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7145764231681824,-0.003995416220277548,True,True,14.624766111373901,adaptive_brake,0.37336504459381104,0.008310528020242462,0.13185150921344757,0.34304118634326924,0.02263856157812531,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100008_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100009,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100009.csv,4203,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7146889567375183,-0.0038245965261012316,True,True,14.864171028137207,adaptive_brake,0.3652631938457489,0.007698861299872213,0.14024637639522552,0.343027638557629,0.022971155503778908,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100009_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100010,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100010.csv,4188,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7102620601654053,-0.003782574785873294,True,True,14.805495738983154,adaptive_brake,0.3602296710014343,0.008543055507422058,0.12973150610923767,0.3323633047322679,0.02100138128969222,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100010_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100011,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100011.csv,4215,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7038370966911316,-0.0037903795018792152,True,True,14.984184980392456,adaptive_brake,0.3571488559246063,0.008091099929772019,0.13392984867095947,0.33557187624951007,0.02086345515035832,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100011_summary.csv
nominal_m2_boundary_localization_v1,seeded_ic_v1,pinv,pinv,2,0.495200,63100012,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/trials/nominal_m2pinv_eta0p49520_seed63100012.csv,4158,pinv_bounded_wls_w1_1_1_0.2_lambda1e-06,bounded_fault_aware_wls,0,0,0,0,0.7208265662193298,-0.004192333202809095,True,True,14.685107231140137,adaptive_brake,0.3595828413963318,0.007835892939741433,0.13498474657535553,0.32822664816119373,0.02208561385219508,False,True,True,True,True,False,/home/suhas/crazysim_ws/safe-landing-ftc/results/final/model_sensitivity/nominal_m2_boundary/pinv_fine_boundary/summaries/nominal_m2pinv_eta0p49520_seed63100012_summary.csv
