model,eta_center,eta_scale,trial_count,seed_cluster_count,eta_condition_count,safe_count,unsafe_count,vertical_only_unsafe_count,log_likelihood,null_log_likelihood,saturated_log_likelihood,deviance,deviance_df,aic,mcfadden_pseudo_r2,brier_score,empirical_monotonicity_violations,bootstrap_replicates_requested,bootstrap_replicates_accepted,bootstrap_seed
binomial_logistic_safe_touchdown_vs_eta,0.4955,10000.0,210,30,7,83,127,127,-70.32341777235486,-140.91705102330968,-66.43571940340856,7.775396737892606,5,144.64683554470972,0.500958774955329,0.10956233289076378,0,5000,5000,20260803
