eta,predicted_safe_probability
0.495235,0.010603872428345883
0.495236,0.010744818682840784
0.495237,0.010887617773348958
0.49523799999999996,0.011032293505192295
0.495239,0.011178869974794347
0.49523999999999996,0.011327371572818174
0.495241,0.011477822987409797
0.49524199999999996,0.011630249207341688
0.495243,0.011784675525312103
0.49524399999999996,0.011941127541132896
0.495245,0.012099631165076181
0.49524599999999996,0.012260212621105545
0.495247,0.012422898450269346
0.49524799999999997,0.012587715513974425
0.495249,0.012754690997425005
0.49524999999999997,0.012923852412937812
0.495251,0.013095227603425675
0.49525199999999997,0.01326884474575278
0.495253,0.013444732354261796
0.49525399999999997,0.013622919284167914
0.495255,0.013803434735128147
0.495256,0.01398630825467279
0.495257,0.014171569741815354
0.495258,0.014359249450519767
0.495259,0.014549377993349356
0.49526,0.014741986344968002
0.495261,0.014937105845826425
0.495262,0.015134768205695212
0.495263,0.015335005507386432
0.495264,0.015537850210316494
0.495265,0.015743335154260928
0.495266,0.015951493562944626
0.49526699999999996,0.016162359047815673
0.495268,0.016375965611719414
0.49526899999999996,0.0165923476525824
0.49527,0.01681153996722798
0.49527099999999996,0.01703357775502338
0.495272,0.01725849662173084
0.49527299999999996,0.017486332583172323
0.495274,0.017717122069101535
0.49527499999999997,0.017950901926882784
0.495276,0.018187709425380633
0.49527699999999997,0.01842758225864935
0.495278,0.018670558549836565
0.49527899999999997,0.018916676854879386
0.49528,0.01916597616641825
0.49528099999999997,0.019418495917495556
0.495282,0.01967427598547549
0.495283,0.01993335669574086
0.495284,0.0201957788256144
0.495285,0.020461583608049026
0.495286,0.020730812735545914
0.495287,0.02100350836383312
0.495288,0.02127971311577538
0.495289,0.021559470085035694
0.49529,0.021842822839971437
0.495291,0.022129815427273148
0.495292,0.022420492375841317
0.495293,0.02271489870039622
0.495294,0.023013079905329213
0.495295,0.02331508198827724
0.49529599999999996,0.02362095144392501
0.495297,0.023930735267622842
0.49529799999999996,0.024244480958978548
0.495299,0.024562236525598913
0.49529999999999996,0.024884050486545243
0.495301,0.025209971876041362
0.49530199999999996,0.025540050246868125
0.495303,0.025874335674013517
0.49530399999999997,0.026212878757997708
0.495305,0.02655573062845691
0.49530599999999997,0.026902942947390183
0.495307,0.027254567912668184
0.49530799999999997,0.027610658261192498
0.495309,0.027971267272319966
0.49531,0.028336448770924758
0.495311,0.028706257130728483
0.495312,0.029080747277254775
0.495313,0.029459974691054817
0.495314,0.02984399541054371
0.495315,0.030232866035110533
0.495316,0.030626643727825174
0.495317,0.031025386218421595
0.495318,0.03142915180586322
0.495319,0.0318379993611874
0.49532,0.032251988329917054
0.495321,0.032671178734753774
0.495322,0.03309563117782262
0.495323,0.033525406843200815
0.495324,0.0339605674989822
0.495325,0.03440117549962769
0.495326,0.03484729378783517
0.49532699999999996,0.0352989858966722
0.495328,0.03575631595136264
0.49532899999999996,0.03621934867095915
0.49533,0.03668814937016007
0.49533099999999997,0.0371627839606261
0.495332,0.03764331895259077
0.49533299999999997,0.03812982145592771
0.495334,0.03862235918151367
0.49533499999999997,0.039121000442029256
0.495336,0.03962581415305728
0.49533699999999997,0.04013686983359915
0.495338,0.04065423760689073
0.495339,0.04117798820061605
0.49534,0.041708192947421945
0.495341,0.042244923784809964
0.495342,0.042788253255330706
0.495343,0.04333825450613408
0.495344,0.043895001288823385
0.495345,0.04445856795864337
0.495346,0.04502902947397371
0.495347,0.04560646139513356
0.495348,0.04619093988349305
0.495349,0.04678254169987264
0.49535,0.04738134420325075
0.495351,0.04798742534873526
0.495352,0.048600863685844764
0.495353,0.049221738356029034
0.495354,0.04985012909050054
0.495355,0.05048611620728029
0.49535599999999996,0.05112978060851959
0.495357,0.05178120377722656
0.49535799999999997,0.05244046777372925
