host_time_s,firmware_timestamp_ms,phase,pinvAlloc.nom1,pinvAlloc.nom2,pinvAlloc.nom3,pinvAlloc.nom4,pinvAlloc.alloc1,pinvAlloc.alloc2,pinvAlloc.alloc3,pinvAlloc.alloc4,pinvAlloc.active
2.633875013998477,16590,settle,42865,42865,42865,42865,42865,42865,42865,42865,0
2.654005652992055,16610,settle,42980,42980,42980,42980,42980,42980,42980,42980,0
2.674805460002972,16631,settle,43071,43071,43071,43071,43071,43071,43071,43071,0
2.6947120199911296,16651,settle,42338,42338,42338,42338,42338,42338,42338,42338,0
2.714808352990076,16671,settle,40924,40924,40924,40924,40924,40924,40924,40924,0
2.735624627006473,16691,settle,39389,39389,39389,39389,39389,39389,39389,39389,0
2.754801734990906,16711,settle,37877,37877,37877,37877,37877,37877,37877,37877,0
2.774769571988145,16731,settle,35823,35823,35823,35823,35823,35823,35823,35823,0
2.794814563996624,16751,settle,35126,35126,35126,35126,35126,35126,35126,35126,0
2.815048388991272,16771,settle,34001,34001,34001,34001,34001,34001,34001,34001,0
2.8350795400037896,16791,settle,33062,33062,33062,33062,33062,33062,33062,33062,0
2.854842306987848,16811,settle,32304,32304,32304,32304,32304,32304,32304,32304,0
2.8748198969988152,16831,settle,31669,31669,31669,31669,31669,31669,31669,31669,0
2.8948315999878105,16851,settle,31173,31173,31173,31173,31173,31173,31173,31173,0
2.9144526240124833,16870,settle,30796,30796,30796,30796,30796,30796,30796,30796,0
2.934004737995565,16890,settle,30558,30558,30558,30558,30558,30558,30558,30558,0
2.9538823949988,16910,settle,30414,30414,30414,30414,30414,30414,30414,30414,0
2.9749178570054937,16931,settle,30355,30355,30355,30355,30355,30355,30355,30355,0
2.995285403012531,16951,settle,30349,30349,30349,30349,30349,30349,30349,30349,0
3.015497365995543,16971,settle,30382,30382,30382,30382,30382,30382,30382,30382,0
3.0354969580075704,16991,settle,30447,30447,30447,30447,30447,30447,30447,30447,0
3.055400189012289,17011,settle,30515,30515,30515,30515,30515,30515,30515,30515,0
3.0743272110121325,17030,settle,30608,30608,30608,30608,30608,30608,30608,30608,0
3.093867068993859,17050,settle,30707,30707,30707,30707,30707,30707,30707,30707,0
3.11397320398828,17070,settle,30803,30803,30803,30803,30803,30803,30803,30803,0
3.1338165419874713,17090,settle,30890,30890,30890,30890,30890,30890,30890,30890,0
3.153819297993323,17110,settle,30952,30952,30952,30952,30952,30952,30952,30952,0
3.173792768997373,17130,settle,31025,31025,31025,31025,31025,31025,31025,31025,0
3.193835151003441,17150,settle,31114,31114,31114,31114,31114,31114,31114,31114,0
3.2138560920138843,17170,settle,31192,31192,31192,31192,31192,31192,31192,31192,0
3.234117135987617,17190,settle,31274,31274,31274,31274,31274,31274,31274,31274,0
3.254756931011798,17211,settle,31291,31291,31291,31291,31291,31291,31291,31291,0
3.2737963369872887,17230,settle,31326,31326,31326,31326,31326,31326,31326,31326,0
3.298834524000995,17254,settle,31380,31380,31380,31380,31380,31380,31380,31380,0
