host_time_s,firmware_timestamp_ms,phase,stateEstimate.x,stateEstimate.y,stateEstimate.z,stateEstimate.roll,stateEstimate.pitch
2.634165478986688,16590,settle,-5.402035856163439e-19,3.6824458821378364e-20,0.014999259263277054,0.0,0.0
2.654114605014911,16610,settle,-5.365032965436645e-19,3.6913542295941204e-20,0.014999259263277054,0.0,0.0
2.6748946199950296,16631,settle,-5.159166322535978e-19,1.2334493364326815e-19,0.015087888576090336,0.0,0.0
2.6947956809890456,16651,settle,-5.144602256888334e-19,2.00266785250047e-19,0.01591235026717186,0.0,0.0
2.714854916994227,16671,settle,-5.392562053210292e-19,2.69732999501944e-19,0.017938630655407906,0.0,0.0
2.735758861002978,16691,settle,-6.022032023702427e-19,3.3138858666920316e-19,0.021166497841477394,0.0,0.0
2.754887751012575,16711,settle,-7.147077272908502e-19,3.853407183399384e-19,0.025529498234391212,0.0,0.0
2.7748618749901652,16731,settle,-8.84408379449473e-19,4.3246015720522664e-19,0.03099709004163742,0.0,0.0
2.7949041970132384,16751,settle,-1.0623045303221178e-18,4.606220381474773e-19,0.03447208181023598,0.0,0.0
2.8151771250122692,16771,settle,-1.4160834744564536e-18,5.095715365698567e-19,0.04455730319023132,0.0,0.0
2.835199583991198,16791,settle,-1.770653927039426e-18,5.383743790892594e-19,0.05187126621603966,0.0,0.0
2.854871090996312,16811,settle,-2.185509612857993e-18,5.618676526542608e-19,0.0594085156917572,0.0,0.0
2.874850410997169,16831,settle,-2.65721680179187e-18,5.805206271661198e-19,0.06703142076730728,0.0,0.0
2.8948611649975646,16851,settle,-3.180875482687446e-18,5.948183923553106e-19,0.07462163269519806,0.0,0.0
2.9145474249962717,16870,settle,-3.630493640543707e-18,5.941653332617e-19,0.07867764681577682,0.0,0.0
2.9340907820151187,16890,settle,-4.224185568001085e-18,6.01634619096689e-19,0.0859168991446495,0.0,0.0
2.9540063930035103,16910,settle,-4.768481991589553e-18,6.105795434456843e-19,0.09293796122074127,0.0,0.0
2.9750111890025437,16931,settle,-5.50868125401018e-18,6.088127373560593e-19,0.09978126734495163,0.0,0.0
2.99537239401252,16951,settle,-6.169780956765117e-18,6.088676931680058e-19,0.1061432734131813,0.0,0.0
3.01561104299617,16971,settle,-6.836840082243192e-18,6.073054074848346e-19,0.11219126731157303,0.0,0.0
3.035644265008159,16991,settle,-7.501315509077958e-18,6.044394334574915e-19,0.11792119592428207,0.0,0.0
3.055477218993474,17011,settle,-8.154621102511114e-18,6.005508573978797e-19,0.12333694845438004,0.0,0.0
3.0744698230118956,17030,settle,-8.763874365242147e-18,6.004177847168352e-19,0.1287371665239334,0.0,0.0
3.0939768649986945,17050,settle,-9.376917769539897e-18,5.947437393050277e-19,0.13348297774791718,0.0,0.0
3.114134370989632,17070,settle,-9.954481743004022e-18,5.887364952027262e-19,0.13796275854110718,0.0,0.0
3.1339157299953513,17090,settle,-1.048874363858161e-17,5.825596790748513e-19,0.14219290018081665,0.0,0.0
3.1539332369866315,17110,settle,-1.0972248077411718e-17,5.763541701194785e-19,0.14619037508964539,0.0,0.0
3.17391030798899,17130,settle,-1.1398015309485625e-17,5.702403748145225e-19,0.1499701738357544,0.0,0.0
3.1939428210025653,17150,settle,-1.1749486006120631e-17,5.641073475603247e-19,0.15344059467315674,0.0,0.0
3.2139453740091994,17170,settle,-1.2032471111119922e-17,5.583315072343849e-19,0.15673604607582092,0.0,0.0
3.23432759399293,17190,settle,-1.223300037111809e-17,5.528197443190026e-19,0.15977929532527924,0.0,0.0
3.254848259006394,17211,settle,-1.2382295718335948e-17,5.479809445307206e-19,0.1628785878419876,0.0,0.0
3.2738875939976424,17230,settle,-1.2456562475272797e-17,5.436564442882933e-19,0.16588205099105835,0.0,0.0
3.2988880799966864,17254,settle,-1.2336960430503755e-17,5.385613219076964e-19,0.168588787317276,0.0,0.0
3.3139402169908863,17270,settle,-1.2310168050463162e-17,5.362023061982717e-19,0.1711014360189438,0.0,0.0
3.3340430590033066,17290,settle,-1.2109522985179237e-17,5.332311251367695e-19,0.1734926551580429,0.0,0.0
3.354456024011597,17310,settle,-1.1824865320981364e-17,5.307658167186318e-19,0.17574085295200348,0.0,0.0
3.3739189869957045,17330,settle,-1.1451081427322739e-17,5.287792390800091e-19,0.17779399454593658,0.0,0.0
3.394469646998914,17350,settle,-1.1001731275984945e-17,5.272913996519677e-19,0.1797185242176056,0.0,0.0
3.4140799430024344,17370,settle,-1.0480913546903182e-17,5.262752599682346e-19,0.18151623010635376,0.0,0.0
3.4346221720043104,17390,settle,-1.0031016629180491e-17,5.257329913779178e-19,0.18312561511993408,0.0,0.0
3.4539689460070804,17410,settle,-9.386720686979263e-18,5.2546560524491e-19,0.18468107283115387,0.0,0.0
3.4739677350153215,17430,settle,-8.686153302067277e-18,5.25588958553757e-19,0.18611910939216614,0.0,0.0
3.4944313319865614,17450,settle,-7.936143677581771e-18,5.258300817023162e-19,0.18740816414356232,0.0,0.0
3.5138885240012314,17470,settle,-7.149061472402864e-18,5.261602818630897e-19,0.18858647346496582,0.0,0.0
3.5339368029963225,17490,settle,-6.33326245148826e-18,5.266326019928575e-19,0.18965591490268707,0.0,0.0
3.5541436320054345,17510,settle,-5.497599515343807e-18,5.275467399673051e-19,0.1906200796365738,0.0,0.0
3.5740313080023043,17530,settle,-4.651330055794893e-18,5.291063373134856e-19,0.1914825439453125,0.0,0.0
3.59393712299061,17550,settle,-3.804002632242524e-18,5.314285951844399e-19,0.19224727153778076,0.0,0.0
3.615564414008986,17571,settle,-2.942971927867448e-18,5.347773841955726e-19,0.19294331967830658,0.0,0.0
3.6350814460020047,17591,takeoff,-2.123991777112118e-18,5.393952233627264e-19,0.193515807390213,0.0,0.0
3.6539570780005306,17610,takeoff,-1.3106279759208698e-18,5.457911389553513e-19,0.19401901960372925,0.0,0.0
3.6750496989989188,17631,takeoff,-5.258704584559664e-19,5.544376578983681e-19,0.1944424957036972,0.0,0.0
3.6949718820105772,17651,takeoff,1.7333538716775724e-19,5.655340790206138e-19,0.19477364420890808,0.0,0.0
3.715201885002898,17671,takeoff,8.166367480799674e-19,5.797627229298681e-19,0.19506339728832245,0.0,0.0
3.7343407600128558,17690,takeoff,1.4340205758469363e-18,5.981292861546307e-19,0.19535285234451294,0.0,0.0
3.755008912004996,17711,takeoff,1.9837091830534843e-18,6.210131861021219e-19,0.19565755128860474,0.0,0.0
