sequence_index,motor,repetition_within_motor,trial_seed,selected_policy,tag,expected_csv
1,1,1,15880001,cem_tuned_qplite,seededsupervisor_v1_restore_regression4_m1_eta0p496_seed15880001,logs/qp_event_allocator_m1_eta0p496_seededsupervisor_v1_restore_regression4_m1_eta0p496_seed15880001.csv
2,3,1,35880001,cem_tuned_qplite,seededsupervisor_v1_restore_regression4_m3_eta0p496_seed35880001,logs/qp_event_allocator_m3_eta0p496_seededsupervisor_v1_restore_regression4_m3_eta0p496_seed35880001.csv
3,4,1,45880001,cem_tuned_qplite,seededsupervisor_v1_restore_regression4_m4_eta0p496_seed45880001,logs/qp_event_allocator_m4_eta0p496_seededsupervisor_v1_restore_regression4_m4_eta0p496_seed45880001.csv
4,2,1,25880001,pinv_bounded_wls,seededsupervisor_v1_restore_regression4_m2_eta0p496_seed25880001,logs/qp_event_allocator_m2_eta0p496_seededsupervisor_v1_restore_regression4_m2_eta0p496_seed25880001.csv
