sequence_index,motor,repetition_within_motor,trial_seed,selected_policy,runtime_controller,source_csv,rows,fault_z,fault_vz,contact_t,safe_touchdown,vertical_speed_mps,vertical_speed_margin_mps,horizontal_speed_mps,max_tilt_deg,angular_rate_radps,horizontal_drift_m,vertical_speed_ok,horizontal_speed_ok,roll_pitch_ok,angular_rate_ok,drift_ok
1,1,1,15880001,cem_tuned_qplite,qplite,logs/qp_event_allocator_m1_eta0p496_seededsupervisor_v1_restore_regression4_m1_eta0p496_seed15880001.csv,4212,0.7063958048820496,-0.0038937104400247335,13.188701629638672,True,0.3303212821483612,0.019678717851638772,0.019243991005066248,0.1794988065958023,0.024040240295385085,0.2826106812995172,True,True,True,True,True
2,3,1,35880001,cem_tuned_qplite,qplite,logs/qp_event_allocator_m3_eta0p496_seededsupervisor_v1_restore_regression4_m3_eta0p496_seed35880001.csv,4225,0.6985161900520325,-0.0035839087795466185,13.286327362060547,True,0.3193778991699219,0.030622100830078103,0.02588523395607582,0.20367152988910675,0.021936932553052978,0.31026800675582333,True,True,True,True,True
3,4,1,45880001,cem_tuned_qplite,qplite,logs/qp_event_allocator_m4_eta0p496_seededsupervisor_v1_restore_regression4_m4_eta0p496_seed45880001.csv,4203,0.7246400713920593,-0.004095642827451229,14.02362847328186,True,0.31356319785118103,0.03643680214881895,0.018492582066767745,0.23320280015468597,0.018302863979402277,0.36225509467501843,True,True,True,True,True
4,2,1,25880001,pinv_bounded_wls,pinv,logs/qp_event_allocator_m2_eta0p496_seededsupervisor_v1_restore_regression4_m2_eta0p496_seed25880001.csv,4179,0.7045532464981079,-0.00376589666120708,15.131134986877441,True,0.3222159147262573,0.027784085273742654,0.007748791162684501,0.025559717789292336,0.073515911644521,0.030481530833769085,True,True,True,True,True
