condition_index,condition_id,parameter,factor,bracket_low,bracket_high,eta_index,controller,motor,eta,rep,trial_seed,protocol_id,ofat_protocol_id
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,17,63300017,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,18,63300018,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,19,63300019,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,20,63300020,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,21,63300021,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,22,63300022,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,23,63300023,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,24,63300024,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,25,63300025,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,26,63300026,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,27,63300027,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,28,63300028,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,29,63300029,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,5,pinv,2,0.55416667,30,63300030,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,1,63300001,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,2,63300002,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,3,63300003,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,4,63300004,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,5,63300005,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,6,63300006,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,7,63300007,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,8,63300008,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,9,63300009,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,10,63300010,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,11,63300011,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,12,63300012,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,13,63300013,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,14,63300014,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,15,63300015,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,16,63300016,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,17,63300017,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,18,63300018,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,19,63300019,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,20,63300020,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,21,63300021,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,22,63300022,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,23,63300023,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,24,63300024,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,25,63300025,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,26,63300026,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,27,63300027,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,28,63300028,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,29,63300029,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,6,pinv,2,0.55520833,30,63300030,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,1,63300001,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,2,63300002,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,3,63300003,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,4,63300004,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,5,63300005,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,6,63300006,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,7,63300007,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,8,63300008,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,9,63300009,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,10,63300010,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,11,63300011,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,12,63300012,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,13,63300013,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,14,63300014,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,15,63300015,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,16,63300016,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,17,63300017,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,18,63300018,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,19,63300019,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,20,63300020,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,21,63300021,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,22,63300022,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,23,63300023,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,24,63300024,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,25,63300025,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,26,63300026,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,27,63300027,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,28,63300028,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,29,63300029,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
3,thrust_coefficient_minus10,thrust_coefficient,0.90,0.55000000,0.55625000,7,pinv,2,0.55625000,30,63300030,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,1,63300001,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,2,63300002,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,3,63300003,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,4,63300004,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,5,63300005,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,6,63300006,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,7,63300007,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,8,63300008,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,9,63300009,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,10,63300010,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,11,63300011,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,12,63300012,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,13,63300013,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,14,63300014,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,15,63300015,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,16,63300016,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,17,63300017,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,18,63300018,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,19,63300019,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,20,63300020,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,21,63300021,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,22,63300022,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,23,63300023,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,24,63300024,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,25,63300025,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,26,63300026,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,27,63300027,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,28,63300028,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,29,63300029,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,1,pinv,2,0.45000000,30,63300030,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,1,63300001,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,2,63300002,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,3,63300003,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,4,63300004,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,5,63300005,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,6,63300006,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,7,63300007,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,8,63300008,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,9,63300009,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,10,63300010,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,11,63300011,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,12,63300012,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,13,63300013,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,14,63300014,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,15,63300015,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,16,63300016,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,17,63300017,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,18,63300018,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,19,63300019,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,20,63300020,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,21,63300021,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,22,63300022,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,23,63300023,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,24,63300024,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,25,63300025,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,26,63300026,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,27,63300027,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,28,63300028,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,29,63300029,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,2,pinv,2,0.45104167,30,63300030,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,1,63300001,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,2,63300002,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,3,63300003,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,4,63300004,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,5,63300005,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,6,63300006,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,7,63300007,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,8,63300008,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,9,63300009,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,10,63300010,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,11,63300011,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,12,63300012,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,13,63300013,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,14,63300014,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,15,63300015,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,16,63300016,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,17,63300017,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,18,63300018,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,19,63300019,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
4,thrust_coefficient_plus10,thrust_coefficient,1.10,0.45000000,0.45625000,3,pinv,2,0.45208333,20,63300020,seeded_ic_v1,crazyflie_ofat_pinv_fine_v1
